ZoneId,Description,RegionId,CountryId,UtmGrid,GridRef,ZoneControlState,DateCapturedUtc,LegionCount,SwarmCount,FacelessCount,LastUpdateDateUtc,Latitude,Longitude
1735404,"Staunton Mill",3548,233,"17S","17S1H4S4Q",3,2021-03-21 00:01:29.4230000,50,0,4016,2021-03-21 00:01:29.4230000,36.123440,-82.844040
2023238,"Kernan",3554,233,"16T","16T2H4S2Q",2,2021-03-21 00:02:34.1870000,0,1145,0,2021-03-21 00:02:34.1870000,41.142810,-88.739790
2020744,"Missal",3554,233,"16T","16T2H4S2Q",2,2021-03-21 00:02:42.7370000,0,2086,0,2021-03-21 00:02:42.7370000,41.098370,-88.742290
2018400,"Manville",3554,233,"16T","16T2H4S2Q",2,2021-03-21 00:02:52.5370000,0,946,0,2021-03-21 00:02:52.5370000,41.055030,-88.766180
1533421,"Carlton Hills",3567,233,"11S","11S2H5S4Q",2,2020-06-02 02:15:02.6330000,0,1989045,0,2021-03-21 00:03:16.2070000,32.852830,-116.994750
2836380,"Strawberry Crest",3538,233,"17R","17R1H4S4Q",1,2017-03-23 02:37:13.4300000,3069210,0,0,2021-03-21 00:03:16.2170000,28.023025,-82.235997
1887408,"Vigus",3543,233,"15S","15S1H3S4Q",2,2018-02-09 10:21:01.7730000,0,451578,0,2021-03-21 00:03:53.2630000,38.735610,-90.464840
1578096,"College Park",3572,233,"12S","12S2H4S2Q",2,2015-07-17 16:33:39.5570000,0,1087424,0,2021-03-21 00:06:00.3900000,33.627540,-112.178490
1913259,"Franklintown",3550,233,"18S","18S1H1S1Q",2,2016-12-14 13:18:59.4800000,0,67403,0,2021-03-21 00:06:43.7870000,39.204830,-77.934160
1917315,"Belvedere Heights",3550,233,"18S","18S1H1S1Q",2,2016-12-14 02:13:14.0000000,0,57455,0,2021-03-21 00:07:13.1800000,39.278430,-77.846940
1918279,"Blair",3550,233,"18S","18S1H1S1Q",2,2015-06-06 03:05:07.0500000,0,67743,0,2021-03-21 00:07:31.9070000,39.295100,-77.795830
2019825,"Masonicus",3561,233,"18T","18T2H5S2Q",1,2013-07-04 02:32:43.2730000,355875,0,0,2021-03-21 00:13:04.4430000,41.082870,-74.126250
1404541,"Youngstown",3538,233,"16R","16R1H3S3Q",1,2021-03-21 00:13:07.3400000,1250,0,0,2021-03-21 00:13:07.3400000,30.364360,-85.438260
1405500,"Couch",3538,233,"16R","16R1H3S3Q",1,2021-03-21 00:13:14.9500000,1250,0,0,2021-03-21 00:13:14.9500000,30.383530,-85.435480
1407542,"Saunders",3538,233,"16R","16R1H3S3Q",1,2021-03-21 00:13:21.0330000,1250,0,0,2021-03-21 00:13:21.0330000,30.429360,-85.424920
1406753,"Econfina",3538,233,"16R","16R1H3S3Q",1,2021-03-21 00:13:26.9570000,1250,0,0,2021-03-21 00:13:26.9570000,30.412140,-85.535760
1409915,"Fountain",3538,233,"16R","16R1H3S3Q",1,2021-03-21 00:13:34.7770000,1150,0,0,2021-03-21 00:13:34.7770000,30.478810,-85.419650
1412791,"Betts",3538,233,"16R","16R1H3S3Q",1,2021-03-21 00:13:40.5930000,1200,0,0,2021-03-21 00:13:40.5930000,30.537690,-85.393260
1415380,"Compass Lake",3538,233,"16R","16R1H3S3Q",1,2021-03-21 00:13:45.0130000,1200,0,0,2021-03-21 00:13:45.0130000,30.592690,-85.392700
1418282,"Round Lake",3538,233,"16R","16R1H3S3Q",1,2021-03-21 00:13:49.8870000,1200,0,0,2021-03-21 00:13:49.8900000,30.651580,-85.388820
1371010,"McHattie",3549,233,"15R","15R1H4S1Q",1,2021-03-21 00:14:26.8600000,864,0,0,2021-03-21 00:14:26.8600000,29.541630,-95.846340
13000,"Baulkham Hills",143,13,"56H","56H1H1S3Q",3,2012-03-16 07:33:11.8170000,0,0,25251503,2021-03-21 00:14:57.6000000,-33.758810,150.992920
1376160,"Dover",3549,233,"15R","15R1H4S1Q",1,2021-03-21 00:15:03.0400000,950,0,0,2021-03-21 00:15:03.0400000,29.676600,-95.637700
2383873,"Olesna",689,56,"33U","33U2H5S1Q",1,2021-03-21 00:15:36.4500000,1090,0,0,2021-03-21 00:15:36.4500000,49.346150,14.310490
1675789,"Shake Rag",3548,233,"16S","16S2H3S1Q",3,2021-03-20 23:55:44.1870000,27893,0,37467,2021-03-21 00:16:15.2570000,35.080080,-85.466070
2387886,"Horni Ostrovec",689,56,"33U","33U2H5S1Q",1,2021-03-21 00:16:45.4670000,1088,0,0,2021-03-21 00:16:45.4670000,49.433330,14.116670
2388190,"Varvazov",689,56,"33U","33U2H5S1Q",1,2021-03-21 00:16:58.3430000,1088,0,0,2021-03-21 00:16:58.3470000,49.438900,14.142590
1382977,"Lakes on El Ridge",3549,233,"15R","15R1H4S1Q",2,2021-03-20 06:10:29.8400000,2902,12357,0,2021-03-21 00:17:23.4530000,29.847400,-95.602800
1866489,"Firebrick",3567,233,"10S","10S1H3S4Q",2,2021-03-21 00:17:23.6170000,0,2554,0,2021-03-21 00:17:23.6170000,38.334360,-120.925220
2390732,"Probulov",689,56,"33U","33U2H5S1Q",1,2021-03-21 00:17:37.9800000,2287,0,0,2021-03-21 00:17:43.0330000,49.492790,14.145130
