ZoneId,Description,RegionId,CountryId,UtmGrid,GridRef,ZoneControlState,DateCapturedUtc,LegionCount,SwarmCount,FacelessCount,LastUpdateDateUtc,Latitude,Longitude
1955994,"Soryom",1519,121,"51S","51S1H3S2Q",1,2025-09-29 00:01:05.6830000,1200,0,0,2025-09-29 00:01:05.6830000,39.947780,125.256110
1956549,"Ipsok-dong",1519,121,"51S","51S1H3S2Q",1,2025-09-29 00:01:12.5170000,1200,0,0,2025-09-29 00:01:12.5170000,39.953330,125.242500
1956394,"Sosan-dong",1519,121,"51S","51S1H3S2Q",1,2025-09-29 00:01:22.8600000,1200,0,0,2025-09-29 00:01:22.8600000,39.950560,125.261940
1955735,"Naeryom",1519,121,"51S","51S1H3S2Q",1,2025-09-29 00:01:27.7330000,1200,0,0,2025-09-29 00:01:27.7330000,39.942220,125.267780
1955695,"Soryom",1519,121,"51S","51S1H3S2Q",1,2025-09-29 00:01:31.8500000,1200,0,0,2025-09-29 00:01:31.8500000,39.941390,125.255280
1954913,"Inp'ung",1519,121,"51S","51S1H3S2Q",1,2025-09-29 00:01:47.2700000,1200,0,0,2025-09-29 00:01:47.2700000,39.930000,125.285830
2079915,"K'vemo K'arzmani",992,79,"38T","38T2H1S4Q",2,2025-09-29 00:02:36.5200000,0,741,0,2025-09-29 00:02:36.5200000,42.357780,43.626390
2080177,"Churnali",992,79,"38T","38T2H1S4Q",2,2025-09-29 00:02:39.4200000,0,741,0,2025-09-29 00:02:39.4200000,42.364970,43.601040
2079427,"Jria",992,79,"38T","38T2H1S4Q",2,2025-09-29 00:02:42.2270000,0,741,0,2025-09-29 00:02:42.2270000,42.349410,43.583410
2079020,"Drbo",992,79,"38T","38T2H1S4Q",2,2025-09-29 00:02:45.3100000,0,741,0,2025-09-29 00:02:45.3100000,42.338160,43.528380
2080087,"Dovleti",992,79,"38T","38T2H1S4Q",2,2025-09-29 00:02:47.7270000,0,741,0,2025-09-29 00:02:47.7270000,42.361940,43.522780
1526078,"La Playa",3567,233,"11S","11S2H5S3Q",3,2025-09-29 00:03:29.0030000,0,298,517,2025-09-29 00:03:29.0030000,32.712270,-117.245310
587899,"San Roque",2426,178,"51N","51N1H1S4Q",1,2025-09-29 00:03:35.4200000,1200,0,0,2025-09-29 00:03:35.4200000,6.672900,121.965900
580753,"Tamuk",2426,178,"51N","51N1H1S4Q",1,2025-09-29 00:03:44.1770000,1200,0,0,2025-09-29 00:03:44.1770000,6.461110,121.833330
2486933,"Roverberg",2266,167,"31U","31U2H3S1Q",1,2025-09-29 00:06:08.1330000,994,0,0,2025-09-29 00:06:08.1330000,51.340830,4.068060
2156095,"Sauble",3557,233,"16T","16T1H6S3Q",1,2025-09-29 00:06:08.1500000,1177,0,0,2025-09-29 00:06:08.1500000,44.034170,-85.999240
2487024,"Lamswaarde",2266,167,"31U","31U2H3S1Q",1,2025-09-29 00:06:13.0800000,994,0,0,2025-09-29 00:06:13.0800000,51.344170,4.055560
2487924,"Kruisdorp",2266,167,"31U","31U2H3S1Q",1,2025-09-29 00:06:16.4270000,993,0,0,2025-09-29 00:06:16.4270000,51.365000,4.038890
2156251,"Millerton",3557,233,"16T","16T1H5S4Q",1,2025-09-29 00:06:17.0000000,1383,0,0,2025-09-29 00:06:17.0000000,44.039730,-86.050350
2154978,"Sugar Grove",3557,233,"16T","16T1H5S4Q",1,2025-09-29 00:06:42.8970000,1133,0,0,2025-09-29 00:06:42.8970000,44.005010,-86.279520
2156419,"Fountain",3557,233,"16T","16T1H5S4Q",1,2025-09-29 00:06:49.5030000,1130,0,0,2025-09-29 00:06:49.5030000,44.046670,-86.178690
2155267,"Piney Ridge",3557,233,"16T","16T1H5S4Q",1,2025-09-29 00:07:13.8200000,2115,0,0,2025-09-29 00:07:13.8200000,44.015280,-86.471750
2048688,"Stover Heights Community",3553,233,"15T","15T2H5S1Q",2,2016-07-24 05:00:55.0200000,0,554900,7100,2025-09-29 00:07:26.8400000,41.638880,-93.558550
2639036,"Durham",979,77,"30U","30U1H3S3Q",2,2025-09-29 00:07:58.0470000,4329,7200,0,2025-09-29 00:07:58.0470000,54.776760,-1.575660
2646821,"North Shields",979,77,"30U","30U1H3S1Q",1,2025-09-25 23:03:25.9130000,3882,900,0,2025-09-29 00:08:33.3730000,55.016460,-1.449250
2635728,"Spennymoor",979,77,"30U","30U1H3S3Q",1,2025-01-17 14:01:39.4730000,31974,1200,0,2025-09-29 00:08:56.6130000,54.683330,-1.600000
1901081,"P'yongyang",1517,121,"51S","51S1H3S4Q",1,2025-09-29 00:09:36.2500000,789,252,300,2025-09-29 00:09:36.2500000,38.996670,125.777500
1900465,"Yongje-dong",1517,121,"51S","51S1H3S4Q",1,2025-09-29 00:09:59.9830000,1576,0,0,2025-09-29 00:09:59.9830000,38.983330,125.750000
10920,"Marananga",138,13,"54H","54H1H4S1Q",2,2025-09-28 22:07:56.8970000,0,15435,0,2025-09-29 00:14:10.5100000,-34.483330,138.933330
1400386,"Courtney",3549,233,"14R","14R1H3S4Q",1,2013-11-02 00:28:32.3030000,8149178,0,0,2025-09-29 00:14:31.1430000,30.267160,-96.059960
2005946,"Woodford",3554,233,"16T","16T2H4S3Q",2,2025-09-29 00:15:56.0130000,0,1110,0,2025-09-29 00:15:56.0130000,40.846700,-89.028130
2079143,"Chala",992,79,"38T","38T2H1S4Q",2,2025-09-29 00:16:02.5900000,0,741,0,2025-09-29 00:16:02.5900000,42.341630,43.515350
2002429,"Panola",3554,233,"16T","16T2H4S3Q",2,2025-09-29 00:16:02.7630000,0,1104,0,2025-09-29 00:16:02.7630000,40.783650,-89.021190
2079028,"Zeda-Orguli",992,79,"38T","38T2H1S4Q",2,2025-09-29 00:16:02.8000000,0,741,0,2025-09-29 00:16:02.8000000,42.338580,43.486660
2079123,"Gona",992,79,"38T","38T2H1S4Q",2,2025-09-29 00:16:04.7570000,0,741,0,2025-09-29 00:16:04.7570000,42.341080,43.502920
1999725,"El Paso",3554,233,"16T","16T2H4S3Q",2,2025-09-29 00:16:06.4400000,0,1099,0,2025-09-29 00:16:06.4400000,40.739200,-89.016460
2078494,"Darka",992,79,"38T","38T2H1S4Q",2,2025-09-29 00:16:07.4470000,0,741,0,2025-09-29 00:16:07.4470000,42.327680,43.548660
1999752,"Enright",3554,233,"16T","16T2H4S4Q",2,2025-09-29 00:16:09.9170000,0,1104,0,2025-09-29 00:16:09.9170000,40.739760,-88.967020
1954548,"Pong-dong",1519,121,"51S","51S1H3S2Q",1,2025-09-29 00:16:14.5630000,1200,0,0,2025-09-29 00:16:14.5630000,39.922500,125.285560
1999919,"Gridley",3554,233,"16T","16T2H4S4Q",2,2025-09-29 00:16:14.9000000,0,1113,0,2025-09-29 00:16:14.9000000,40.743370,-88.881460
2007783,"Spires",3554,233,"16T","16T2H4S4Q",2,2025-09-29 00:16:19.0170000,0,1121,0,2025-09-29 00:16:19.0170000,40.876420,-88.960350
1954017,"Haryon",1519,121,"51S","51S1H3S2Q",1,2025-09-29 00:16:19.9770000,1200,0,0,2025-09-29 00:16:19.9770000,39.915830,125.294440
