ZoneId,Description,RegionId,CountryId,UtmGrid,GridRef,ZoneControlState,DateCapturedUtc,LegionCount,SwarmCount,FacelessCount,LastUpdateDateUtc,Latitude,Longitude
1807580,"Militello in Val di Catania",1363,110,"33S","33S1H5S1Q",1,2022-08-26 13:55:58.9730000,104069,300,0,2026-07-07 00:01:40.0530000,37.274850,14.793380
2209660,"Big Sky",3574,233,"12T","12T1H5S1Q",2,2026-03-04 05:24:06.8670000,0,155260,0,2026-07-07 00:01:45.4570000,45.269980,-111.252990
1805910,"Masseria San Biagio",1363,110,"33S","33S1H5S1Q",1,2023-04-10 13:50:30.8330000,69189,300,0,2026-07-07 00:01:45.7400000,37.250000,14.816670
1805911,"Case San Leo",1363,110,"33S","33S1H5S1Q",1,2023-03-13 18:08:39.6400000,113383,300,0,2026-07-07 00:01:49.4900000,37.250000,14.850000
1802450,"Pedagaggi",1363,110,"33S","33S1H5S1Q",1,2023-03-13 18:09:29.6000000,112613,300,0,2026-07-07 00:02:04.6130000,37.200000,14.950000
1803600,"Cuppodia",1363,110,"33S","33S1H5S1Q",1,2023-03-13 18:09:33.0570000,112644,300,0,2026-07-07 00:02:11.6170000,37.216670,14.983330
24189,"Bundarra",143,13,"56J","56J2H4S2Q",2,2026-07-07 00:02:18.3770000,0,1687,300,2026-07-07 00:02:18.3770000,-30.166670,151.066670
1798003,"Pantalica",1363,110,"33S","33S1H5S2Q",1,2025-03-30 16:30:38.1800000,20094,300,0,2026-07-07 00:02:20.4500000,37.133330,15.016670
2237991,"Sainte-Genevieve-de-Berthier",459,38,"18T","18T1H3S3Q",1,2026-07-07 00:02:25.8330000,1166,0,0,2026-07-07 00:02:25.8330000,46.083360,-73.215850
1797157,"Ferla",1363,110,"33S","33S1H5S1Q",1,2023-04-11 04:59:07.0700000,11620,300,0,2026-07-07 00:02:40.5630000,37.120540,14.939590
23294,"Kingstown",143,13,"56J","56J2H4S2Q",2,2026-07-07 00:02:43.8800000,0,957,0,2026-07-07 00:02:43.8830000,-30.500000,151.116670
1798002,"Casa Raccalta",1363,110,"33S","33S1H5S1Q",1,2025-03-23 00:02:24.1200000,23753,300,0,2026-07-07 00:03:00.4730000,37.133330,14.900000
1797432,"Buccheri",1363,110,"33S","33S1H5S1Q",1,2023-06-30 14:59:07.7270000,6035,300,0,2026-07-07 00:03:04.7330000,37.125040,14.849890
23427,"Torryburn",143,13,"56J","56J2H4S2Q",2,2026-07-07 00:03:07.0430000,0,951,0,2026-07-07 00:03:07.0430000,-30.450000,151.216670
23888,"Abington Creek",143,13,"56J","56J2H4S2Q",2,2026-07-07 00:03:23.1400000,0,948,0,2026-07-07 00:03:23.1400000,-30.283330,151.183330
1802449,"Frassino",1363,110,"33S","33S1H5S1Q",1,2023-03-13 18:09:26.9800000,108328,600,0,2026-07-07 00:03:35.5700000,37.200000,14.900000
23932,"Bakers Creek",143,13,"56J","56J2H4S2Q",2,2026-07-07 00:03:41.7500000,0,949,0,2026-07-07 00:03:41.7500000,-30.266670,151.016670
24064,"Laura",143,13,"56J","56J2H4S2Q",2,2026-07-07 00:04:01.5900000,0,948,0,2026-07-07 00:04:01.5900000,-30.216670,151.133330
1804236,"Francofonte",1363,110,"33S","33S1H5S1Q",1,2023-03-13 18:09:20.2870000,111568,600,0,2026-07-07 00:04:06.0130000,37.226450,14.880590
1809040,"Scordia",1363,110,"33S","33S1H5S1Q",1,2023-03-13 18:08:31.3900000,1011555,600,0,2026-07-07 00:04:18.5070000,37.298050,14.840780
1809229,"Casa Iroldo",1363,110,"33S","33S1H5S1Q",1,2023-03-13 18:08:00.6600000,1010307,600,0,2026-07-07 00:04:22.8230000,37.300000,14.900000
1811393,"Casa Schifazzo",1363,110,"33S","33S1H5S1Q",1,2023-03-13 18:07:52.7770000,1008794,900,0,2026-07-07 00:04:29.2830000,37.333330,14.933330
1813567,"Cuccumella",1363,110,"33S","33S1H5S1Q",1,2023-03-13 18:07:50.0170000,1011223,600,0,2026-07-07 00:04:32.9570000,37.366670,14.933330
1812489,"Castellana",1363,110,"33S","33S1H5S1Q",1,2023-03-13 18:07:57.4400000,1010765,600,0,2026-07-07 00:04:44.8030000,37.350000,14.883330
1813566,"La Callura",1363,110,"33S","33S1H5S1Q",1,2023-03-13 18:08:12.2800000,1012264,300,0,2026-07-07 00:04:50.5700000,37.366670,14.816670
1812488,"Serravalle",1363,110,"33S","33S1H5S1Q",1,2023-03-13 18:09:16.4970000,1014637,600,0,2026-07-07 00:04:57.8800000,37.350000,14.800000
