ZoneId,Description,RegionId,CountryId,UtmGrid,GridRef,ZoneControlState,DateCapturedUtc,LegionCount,SwarmCount,FacelessCount,LastUpdateDateUtc,Latitude,Longitude
1930215,"Berkeley",3550,233,"18S","18S1H1S1Q",2,2025-03-27 11:38:14.2670000,0,22821,0,2025-03-28 00:01:50.6070000,39.503150,-77.927220
2578484,"Staveley",979,77,"30U","30U1H6S1Q",3,2025-03-19 07:30:45.8930000,0,0,112333,2025-03-28 00:02:17.4830000,53.266670,-1.350000
1570837,"Belaire Manor",3572,233,"12S","12S2H4S2Q",2,2023-11-02 00:07:53.0530000,0,1250628,0,2025-03-28 00:05:48.4070000,33.515320,-112.179870
1569990,"Maryvale",3572,233,"12S","12S2H4S2Q",2,2023-03-05 16:09:19.1970000,0,1051276,0,2025-03-28 00:07:02.8200000,33.501990,-112.177650
9225,"Woodchester",138,13,"54H","54H1H4S3Q",2,2025-03-28 00:07:24.1700000,0,899,0,2025-03-28 00:07:24.1700000,-35.216670,138.950000
9260,"Hartley",138,13,"54H","54H1H4S4Q",2,2025-03-28 00:07:27.9470000,0,789,0,2025-03-28 00:07:27.9470000,-35.200000,139.000000
9315,"Red Creek",138,13,"54H","54H1H4S3Q",2,2025-03-08 06:02:36.3900000,0,55233,0,2025-03-28 00:07:50.0000000,-35.166670,138.966670
2053575,"Flanders",3552,233,"18T","18T2H6S1Q",1,2025-03-28 00:09:52.7330000,1129,0,0,2025-03-28 00:09:52.7330000,41.740650,-73.455120
2053385,"East Kent",3552,233,"18T","18T2H6S1Q",1,2025-03-28 00:10:01.0170000,1128,0,0,2025-03-28 00:10:01.0170000,41.734540,-73.403730
2057292,"Ellsworth",3552,233,"18T","18T2H6S1Q",1,2025-03-28 00:10:10.7530000,1200,0,0,2025-03-28 00:10:10.7530000,41.830090,-73.427070
2139534,"Norton Acres",3577,233,"14T","14T2H3S2Q",2,2013-03-18 12:17:22.4300000,0,5607177,0,2025-03-28 00:11:27.8170000,43.577200,-96.704490
2139884,"Froelich Addition",3577,233,"14T","14T2H3S2Q",2,2013-02-15 15:40:58.9230000,0,5939340,0,2025-03-28 00:11:30.1600000,43.583860,-96.716440
2140628,"Skyline Heights",3577,233,"14T","14T2H3S2Q",2,2013-02-13 23:13:44.9470000,0,5771295,0,2025-03-28 00:11:32.6400000,43.606920,-96.761720
2139993,"Martindale Addition",3577,233,"14T","14T2H3S2Q",2,2013-02-13 17:26:46.3470000,0,6740657,300,2025-03-28 00:11:35.0570000,43.588590,-96.765610
2249627,"West Clarkston-Highland",3578,233,"11T","11T1H2S3Q",2,2013-11-26 05:31:25.0330000,0,1597345,0,2025-03-28 00:16:30.3230000,46.402870,-117.063950
2249644,"Highland",3578,233,"11T","11T1H2S3Q",2,2013-11-24 17:58:40.5770000,0,1348399,0,2025-03-28 00:16:34.4330000,46.403610,-117.069140
2249785,"West Clarkston",3578,233,"11T","11T1H2S3Q",2,2013-11-24 17:56:36.0900000,0,2034735,0,2025-03-28 00:16:38.7300000,46.410780,-117.063880
2249863,"Clarkston",3578,233,"11T","11T1H2S3Q",2,2013-12-22 05:05:13.8900000,0,6021736,0,2025-03-28 00:16:42.9070000,46.416270,-117.045160
2250388,"Transfer",3573,233,"11T","11T1H2S3Q",2,2013-11-24 17:22:34.7770000,0,2635961,0,2025-03-28 00:16:46.9570000,46.429050,-117.030440
2249866,"Lewiston",3573,233,"11T","11T1H2S3Q",2,2013-11-24 05:43:50.4270000,0,3292630,0,2025-03-28 00:16:51.6800000,46.416550,-117.017660
2250314,"North Lewiston",3573,233,"11T","11T1H2S3Q",2,2013-11-22 11:04:01.0300000,0,3042916,0,2025-03-28 00:17:06.2700000,46.424610,-117.004050
2218144,"Spencer Brook",3558,233,"15T","15T1H5S1Q",1,2016-05-18 02:46:35.1500000,1473138,0,0,2025-03-28 00:19:06.7830000,45.521910,-93.440510
1612920,"Brooksville",3551,233,"16S","16S2H2S4Q",2,2025-03-28 00:20:31.8300000,0,834,0,2025-03-28 00:20:31.8300000,34.162040,-86.475540
1609490,"Liberty",3551,233,"16S","16S2H2S4Q",2,2025-03-28 00:20:37.9200000,0,904,0,2025-03-28 00:20:37.9200000,34.107870,-86.515820
1607094,"Royal",3551,233,"16S","16S2H2S4Q",2,2025-03-28 00:20:42.7500000,0,904,0,2025-03-28 00:20:42.7500000,34.072040,-86.502210
1451,"Saltwater River",141,13,"55G","55G1H5S4Q",3,2025-03-27 22:15:08.3900000,0,0,21794,2025-03-28 00:21:31.0200000,-43.016670,147.750000
1893355,"Limeton",3585,233,"17S","17S1H3S4Q",3,2025-03-28 00:21:52.6400000,0,0,689,2025-03-28 00:21:52.6430000,38.854560,-78.276670
1894268,"Karo",3585,233,"17S","17S1H3S4Q",3,2025-03-28 00:21:56.6070000,0,0,691,2025-03-28 00:21:56.6070000,38.872060,-78.251950
1894565,"Elwood Acres",3585,233,"17S","17S1H3S4Q",3,2025-03-28 00:22:00.0930000,0,0,705,2025-03-28 00:22:00.0930000,38.879280,-78.234450
1895300,"Merrymount",3585,233,"17S","17S1H3S4Q",3,2025-03-28 00:22:07.4400000,0,0,721,2025-03-28 00:22:07.4400000,38.893450,-78.233890
1895074,"Dungadin Heights",3585,233,"17S","17S1H3S4Q",3,2025-03-28 00:22:10.8030000,0,0,718,2025-03-28 00:22:10.8030000,38.888170,-78.230280
1893180,"Glen Echo",3585,233,"17S","17S1H3S4Q",3,2025-03-28 00:22:17.1070000,0,0,711,2025-03-28 00:22:17.1070000,38.850110,-78.224450
1891052,"Browntown",3585,233,"17S","17S1H3S4Q",3,2025-03-28 00:22:24.6030000,0,0,859,2025-03-28 00:22:24.6030000,38.810950,-78.233610
1891179,"Temple Hills",3542,233,"18S","18S1H1S4Q",1,2025-03-28 00:22:46.6570000,1942,0,0,2025-03-28 00:22:48.8930000,38.814000,-76.945530
1893589,"Arco",3585,233,"17S","17S1H3S4Q",3,2025-03-28 00:22:55.5400000,0,0,713,2025-03-28 00:22:55.5400000,38.860110,-78.174720
1891122,"Broadview",3542,233,"18S","18S1H1S4Q",1,2025-03-28 00:22:57.5500000,1942,0,0,2025-03-28 00:22:59.9370000,38.812610,-76.926640
1891087,"Middleton Farm",3542,233,"18S","18S1H1S4Q",1,2025-03-27 23:51:56.4600000,1944,0,0,2025-03-28 00:23:03.9130000,38.811780,-76.918030
1891730,"Marlow Heights",3542,233,"18S","18S1H1S4Q",1,2025-03-28 00:23:08.7930000,850,0,0,2025-03-28 00:23:08.7930000,38.823700,-76.948430
1895252,"Fornis",3567,233,"10S","10S1H3S4Q",2,2012-08-13 13:27:06.1600000,0,3804514,0,2025-03-28 00:23:11.8970000,38.892400,-120.861330
2404221,"Albig",706,57,"32U","32U2H5S1Q",2,2025-03-28 00:23:37.9500000,0,997,0,2025-03-28 00:23:37.9500000,49.773610,8.121390
1891653,"North Barnaby",3542,233,"18S","18S1H1S4Q",1,2025-03-28 00:23:39.5070000,901,0,0,2025-03-28 00:23:39.5070000,38.821780,-76.954700
2404352,"Lonsheim",706,57,"32U","32U2H5S1Q",2,2025-03-28 00:23:44.0230000,0,999,0,2025-03-28 00:23:44.0230000,49.778610,8.076670
2406701,"Rommersheim",706,57,"32U","32U2H5S1Q",2,2025-03-28 00:23:51.9370000,0,863,0,2025-03-28 00:23:51.9370000,49.823060,8.089440
1895436,"Auburn",3567,233,"10S","10S1H3S3Q",2,2012-08-12 14:45:40.4000000,0,3775244,0,2025-03-28 00:25:02.8730000,38.896570,-121.076890
2519011,"Klein Ilde",708,57,"32U","32U1H6S3Q",2,2025-03-28 00:25:10.7870000,345,3774,761,2025-03-28 00:25:17.8330000,52.033330,10.033330
2139433,"Reppert Addition",3577,233,"14T","14T2H3S2Q",2,2013-02-13 20:10:08.9230000,0,5661852,0,2025-03-28 00:26:10.8300000,43.573590,-96.794770
2137949,"Hayward Addition",3577,233,"14T","14T2H3S2Q",2,2013-02-17 08:21:48.9300000,0,10942977,0,2025-03-28 00:26:13.4300000,43.538030,-96.793380
2138276,"Webster Grove Addition",3577,233,"14T","14T2H3S2Q",2,2013-02-16 04:13:13.5530000,0,5744676,0,2025-03-28 00:26:20.5200000,43.548860,-96.811440
2137840,"Silver Valley Addition",3577,233,"14T","14T2H3S2Q",2,2013-02-16 03:56:49.9670000,0,6771975,0,2025-03-28 00:26:21.9630000,43.533590,-96.807550
2141239,"Freidberger",3557,233,"17T","17T2H1S2Q",1,2018-06-18 21:00:17.2630000,393126,0,0,2025-03-28 00:26:50.3070000,43.623350,-82.917440
1894149,"Lake Front Royal",3585,233,"17S","17S1H3S4Q",3,2025-03-28 00:27:05.5670000,300,0,871,2025-03-28 00:27:05.5670000,38.869280,-78.148890
1880683,"Dugan",3567,233,"10S","10S1H3S4Q",2,2012-10-18 03:53:34.9230000,0,3805788,0,2025-03-28 00:27:16.5930000,38.604350,-120.958830
2115755,"Niagara Falls",3562,233,"17T","17T2H3S1Q",1,2025-03-27 00:08:56.9800000,35806,0,0,2025-03-28 00:28:48.4270000,43.094500,-79.056710
