GridRef,Alias,TopLat,BottomLat,LeftLon,RightLon,ZoneCount
20K1H1S4Q,20K01.4,-17,-18,-65,-64,84
20K1H2S1Q,20K02.1,-16,-17,-64,-63,40
20K1H2S2Q,20K02.2,-16,-17,-63,-62,83
20K1H2S3Q,20K02.3,-17,-18,-64,-63,354
20K1H2S4Q,20K02.4,-17,-18,-63,-62,142
20K1H3S1Q,20K03.1,-16,-17,-62,-61,120
20K1H3S2Q,20K03.2,-16,-17,-61,-60,147
20K1H3S3Q,20K03.3,-17,-18,-62,-61,94
20K1H3S4Q,20K03.4,-17,-18,-61,-60,65
20K1H4S1Q,20K04.1,-18,-19,-66,-65,293
20K1H4S2Q,20K04.2,-18,-19,-65,-64,182
20K1H4S3Q,20K04.3,-19,-20,-66,-65,529
20K1H4S4Q,20K04.4,-19,-20,-65,-64,255
20K1H5S1Q,20K05.1,-18,-19,-64,-63,121
20K1H5S2Q,20K05.2,-18,-19,-63,-62,24
20K1H5S3Q,20K05.3,-19,-20,-64,-63,174
20K1H5S4Q,20K05.4,-19,-20,-63,-62,86
20K1H6S2Q,20K06.2,-18,-19,-61,-60,29
20K1H6S3Q,20K06.3,-19,-20,-62,-61,12
20K1H6S4Q,20K06.4,-19,-20,-61,-60,34
20K2H1S1Q,20K07.1,-20,-21,-66,-65,514
20K2H1S2Q,20K07.2,-20,-21,-65,-64,315
20K2H1S3Q,20K07.3,-21,-22,-66,-65,516
20K2H1S4Q,20K07.4,-21,-22,-65,-64,199
20K2H2S1Q,20K08.1,-20,-21,-64,-63,246
20K2H2S2Q,20K08.2,-20,-21,-63,-62,18
20K2H2S3Q,20K08.3,-21,-22,-64,-63,218
20K2H2S4Q,20K08.4,-21,-22,-63,-62,50
20K2H3S1Q,20K09.1,-20,-21,-62,-61,8
20K2H3S2Q,20K09.2,-20,-21,-61,-60,7
20K2H3S3Q,20K09.3,-21,-22,-62,-61,42
20K2H3S4Q,20K09.4,-21,-22,-61,-60,11
20K2H4S1Q,20K10.1,-22,-23,-66,-65,87
20K2H4S2Q,20K10.2,-22,-23,-65,-64,97
20K2H4S3Q,20K10.3,-23,-24,-66,-65,42
20K2H4S4Q,20K10.4,-23,-24,-65,-64,40
20K2H5S1Q,20K11.1,-22,-23,-64,-63,33
20K2H5S2Q,20K11.2,-22,-23,-63,-62,58
20K2H5S3Q,20K11.3,-23,-24,-64,-63,24
20K2H5S4Q,20K11.4,-23,-24,-63,-62,29
20K2H6S1Q,20K12.1,-22,-23,-62,-61,45
20K2H6S2Q,20K12.2,-22,-23,-61,-60,28
20K2H6S3Q,20K12.3,-23,-24,-62,-61,64
20K2H6S4Q,20K12.4,-23,-24,-61,-60,44
20L1H1S1Q,20L01.1,-8,-9,-66,-65,2
20L1H1S2Q,20L01.2,-8,-9,-65,-64,1
20L1H1S3Q,20L01.3,-9,-10,-66,-65,35
20L1H1S4Q,20L01.4,-9,-10,-65,-64,16
20L1H2S1Q,20L02.1,-8,-9,-64,-63,22
20L1H2S2Q,20L02.2,-8,-9,-63,-62,9
20L1H2S3Q,20L02.3,-9,-10,-64,-63,19
20L1H2S4Q,20L02.4,-9,-10,-63,-62,29
20L1H3S1Q,20L03.1,-8,-9,-62,-61,1
20L1H3S2Q,20L03.2,-8,-9,-61,-60,7
20L1H3S3Q,20L03.3,-9,-10,-62,-61,10
20L1H3S4Q,20L03.4,-9,-10,-61,-60,9
20L1H4S1Q,20L04.1,-10,-11,-66,-65,79
20L1H4S2Q,20L04.2,-10,-11,-65,-64,5
20L1H4S3Q,20L04.3,-11,-12,-66,-65,26
20L1H4S4Q,20L04.4,-11,-12,-65,-64,6
20L1H5S1Q,20L05.1,-10,-11,-64,-63,16
20L1H5S2Q,20L05.2,-10,-11,-63,-62,39
20L1H5S3Q,20L05.3,-11,-12,-64,-63,6
20L1H5S4Q,20L05.4,-11,-12,-63,-62,8
20L1H6S1Q,20L06.1,-10,-11,-62,-61,5
20L1H6S2Q,20L06.2,-10,-11,-61,-60,4
20L1H6S3Q,20L06.3,-11,-12,-62,-61,21
20L1H6S4Q,20L06.4,-11,-12,-61,-60,1
20L2H1S1Q,20L07.1,-12,-13,-66,-65,30
20L2H1S2Q,20L07.2,-12,-13,-65,-64,22
20L2H1S3Q,20L07.3,-13,-14,-66,-65,69
20L2H1S4Q,20L07.4,-13,-14,-65,-64,23
20L2H2S1Q,20L08.1,-12,-13,-64,-63,15
20L2H2S2Q,20L08.2,-12,-13,-63,-62,4
20L2H2S3Q,20L08.3,-13,-14,-64,-63,34
20L2H2S4Q,20L08.4,-13,-14,-63,-62,53
20L2H3S1Q,20L09.1,-12,-13,-62,-61,4
20L2H3S2Q,20L09.2,-12,-13,-61,-60,19
20L2H3S3Q,20L09.3,-13,-14,-62,-61,29
20L2H3S4Q,20L09.4,-13,-14,-61,-60,15
20L2H4S1Q,20L10.1,-14,-15,-66,-65,34
20L2H4S2Q,20L10.2,-14,-15,-65,-64,76
20L2H4S3Q,20L10.3,-15,-16,-66,-65,26
20L2H4S4Q,20L10.4,-15,-16,-65,-64,73
20L2H5S1Q,20L11.1,-14,-15,-64,-63,22
20L2H5S2Q,20L11.2,-14,-15,-63,-62,138
20L2H5S3Q,20L11.3,-15,-16,-64,-63,18
20L2H5S4Q,20L11.4,-15,-16,-63,-62,21
20L2H6S1Q,20L12.1,-14,-15,-62,-61,93
20L2H6S2Q,20L12.2,-14,-15,-61,-60,19
20L2H6S3Q,20L12.3,-15,-16,-62,-61,40
20L2H6S4Q,20L12.4,-15,-16,-61,-60,58
20M1H1S1Q,20M01.1,0,-1,-66,-65,12
20M1H1S2Q,20M01.2,0,-1,-65,-64,14
20M1H1S3Q,20M01.3,-1,-2,-66,-65,9
20M1H2S1Q,20M02.1,0,-1,-64,-63,13
20M1H2S2Q,20M02.2,0,-1,-63,-62,6
20M1H2S4Q,20M02.4,-1,-2,-63,-62,4
20M1H3S1Q,20M03.1,0,-1,-62,-61,9
20M1H3S2Q,20M03.2,0,-1,-61,-60,1
20M1H3S3Q,20M03.3,-1,-2,-62,-61,21
20M1H3S4Q,20M03.4,-1,-2,-61,-60,33
20M1H4S1Q,20M04.1,-2,-3,-66,-65,21
20M1H4S2Q,20M04.2,-2,-3,-65,-64,1
20M1H4S3Q,20M04.3,-3,-4,-66,-65,3
20M1H4S4Q,20M04.4,-3,-4,-65,-64,7
20M1H5S2Q,20M05.2,-2,-3,-63,-62,1
20M1H5S3Q,20M05.3,-3,-4,-64,-63,19
20M1H5S4Q,20M05.4,-3,-4,-63,-62,85
20M1H6S1Q,20M06.1,-2,-3,-62,-61,12
20M1H6S2Q,20M06.2,-2,-3,-61,-60,26
20M1H6S3Q,20M06.3,-3,-4,-62,-61,29
20M1H6S4Q,20M06.4,-3,-4,-61,-60,42
20M2H1S1Q,20M07.1,-4,-5,-66,-65,6
20M2H1S3Q,20M07.3,-5,-6,-66,-65,5
20M2H1S4Q,20M07.4,-5,-6,-65,-64,25
20M2H2S1Q,20M08.1,-4,-5,-64,-63,8
20M2H2S2Q,20M08.2,-4,-5,-63,-62,57
20M2H2S3Q,20M08.3,-5,-6,-64,-63,42
20M2H2S4Q,20M08.4,-5,-6,-63,-62,13
20M2H3S1Q,20M09.1,-4,-5,-62,-61,6
20M2H3S2Q,20M09.2,-4,-5,-61,-60,39
20M2H3S3Q,20M09.3,-5,-6,-62,-61,57
20M2H3S4Q,20M09.4,-5,-6,-61,-60,70
20M2H4S2Q,20M10.2,-6,-7,-65,-64,29
20M2H4S3Q,20M10.3,-7,-8,-66,-65,21
20M2H4S4Q,20M10.4,-7,-8,-65,-64,14
20M2H5S1Q,20M11.1,-6,-7,-64,-63,1
20M2H5S2Q,20M11.2,-6,-7,-63,-62,31
20M2H5S3Q,20M11.3,-7,-8,-64,-63,3
20M2H5S4Q,20M11.4,-7,-8,-63,-62,17
20M2H6S1Q,20M12.1,-6,-7,-62,-61,17
20M2H6S2Q,20M12.2,-6,-7,-61,-60,18
20M2H6S3Q,20M12.3,-7,-8,-62,-61,1
20M2H6S4Q,20M12.4,-7,-8,-61,-60,25
20N1H1S1Q,20N01.1,8,7,-66,-65,213
20N1H1S2Q,20N01.2,8,7,-65,-64,154
20N1H1S3Q,20N01.3,7,6,-66,-65,3
20N1H1S4Q,20N01.4,7,6,-65,-64,5
20N1H2S1Q,20N02.1,8,7,-64,-63,237
20N1H2S2Q,20N02.2,8,7,-63,-62,234
20N1H2S3Q,20N02.3,7,6,-64,-63,38
20N1H2S4Q,20N02.4,7,6,-63,-62,28
20N1H3S1Q,20N03.1,8,7,-62,-61,150
20N1H3S2Q,20N03.2,8,7,-61,-60,25
20N1H3S3Q,20N03.3,7,6,-62,-61,74
20N1H3S4Q,20N03.4,7,6,-61,-60,13
20N1H4S2Q,20N04.2,6,5,-65,-64,5
20N1H4S3Q,20N04.3,5,4,-66,-65,8
20N1H4S4Q,20N04.4,5,4,-65,-64,13
20N1H5S1Q,20N05.1,6,5,-64,-63,15
20N1H5S2Q,20N05.2,6,5,-63,-62,24
20N1H5S3Q,20N05.3,5,4,-64,-63,5
20N1H5S4Q,20N05.4,5,4,-63,-62,5
20N1H6S1Q,20N06.1,6,5,-62,-61,34
20N1H6S2Q,20N06.2,6,5,-61,-60,23
20N1H6S3Q,20N06.3,5,4,-62,-61,68
20N1H6S4Q,20N06.4,5,4,-61,-60,28
20N2H1S1Q,20N07.1,4,3,-66,-65,9
20N2H1S3Q,20N07.3,3,2,-66,-65,5
20N2H1S4Q,20N07.4,3,2,-65,-64,1
20N2H2S1Q,20N08.1,4,3,-64,-63,1
20N2H2S3Q,20N08.3,3,2,-64,-63,4
20N2H2S4Q,20N08.4,3,2,-63,-62,1
20N2H3S1Q,20N09.1,4,3,-62,-61,34
20N2H3S2Q,20N09.2,4,3,-61,-60,51
20N2H3S3Q,20N09.3,3,2,-62,-61,7
20N2H3S4Q,20N09.4,3,2,-61,-60,46
20N2H4S1Q,20N10.1,2,1,-66,-65,1
20N2H4S2Q,20N10.2,2,1,-65,-64,1
20N2H4S4Q,20N10.4,1,0,-65,-64,5
20N2H5S3Q,20N11.3,1,0,-64,-63,3
20N2H5S4Q,20N11.4,1,0,-63,-62,2
20N2H6S1Q,20N12.1,2,1,-62,-61,6
20N2H6S2Q,20N12.2,2,1,-61,-60,6
20N2H6S3Q,20N12.3,1,0,-62,-61,20
20N2H6S4Q,20N12.4,1,0,-61,-60,1
20P1H3S1Q,20P03.1,16,15,-62,-61,203
20P1H3S3Q,20P03.3,15,14,-62,-61,228
20P1H3S4Q,20P03.4,15,14,-61,-60,297
20P1H6S1Q,20P06.1,14,13,-62,-61,105
20P1H6S2Q,20P06.2,14,13,-61,-60,108
20P1H6S3Q,20P06.3,13,12,-62,-61,275
20P2H1S2Q,20P07.2,12,11,-65,-64,28
20P2H1S3Q,20P07.3,11,10,-66,-65,191
20P2H1S4Q,20P07.4,11,10,-65,-64,587
20P2H2S1Q,20P08.1,12,11,-64,-63,74
20P2H2S2Q,20P08.2,12,11,-63,-62,1
20P2H2S3Q,20P08.3,11,10,-64,-63,1162
20P2H2S4Q,20P08.4,11,10,-63,-62,239
20P2H3S1Q,20P09.1,12,11,-62,-61,13
20P2H3S2Q,20P09.2,12,11,-61,-60,93
20P2H3S3Q,20P09.3,11,10,-62,-61,339
20P2H3S4Q,20P09.4,11,10,-61,-60,12
20P2H4S1Q,20P10.1,10,9,-66,-65,961
20P2H4S2Q,20P10.2,10,9,-65,-64,672
20P2H4S3Q,20P10.3,9,8,-66,-65,320
20P2H4S4Q,20P10.4,9,8,-65,-64,449
20P2H5S1Q,20P11.1,10,9,-64,-63,610
20P2H5S2Q,20P11.2,10,9,-63,-62,77
20P2H5S3Q,20P11.3,9,8,-64,-63,325
20P2H5S4Q,20P11.4,9,8,-63,-62,114
20P2H6S1Q,20P12.1,10,9,-62,-61,23
20P2H6S2Q,20P12.2,10,9,-61,-60,7
20P2H6S3Q,20P12.3,9,8,-62,-61,42
20P2H6S4Q,20P12.4,9,8,-61,-60,23
20Q2H1S3Q,20Q07.3,19,18,-66,-65,456
20Q2H1S4Q,20Q07.4,19,18,-65,-64,95
20Q2H2S3Q,20Q08.3,19,18,-64,-63,138
20Q2H2S4Q,20Q08.4,19,18,-63,-62,7
20Q2H4S1Q,20Q10.1,18,17,-66,-65,5
20Q2H4S2Q,20Q10.2,18,17,-65,-64,147
20Q2H5S1Q,20Q11.1,18,17,-64,-63,9
20Q2H5S2Q,20Q11.2,18,17,-63,-62,155
20Q2H5S4Q,20Q11.4,17,16,-63,-62,80
20Q2H6S1Q,20Q12.1,18,17,-62,-61,121
20Q2H6S3Q,20Q12.3,17,16,-62,-61,313
20S2H4S4Q,20S10.4,33,32,-65,-64,20
20T1H1S1Q,20T01.1,48,47,-66,-65,13
20T1H1S2Q,20T01.2,48,47,-65,-64,6
20T1H1S3Q,20T01.3,47,46,-66,-65,11
20T1H1S4Q,20T01.4,47,46,-65,-64,123
20T1H2S1Q,20T02.1,48,47,-64,-63,1
20T1H2S3Q,20T02.3,47,46,-64,-63,279
20T1H2S4Q,20T02.4,47,46,-63,-62,232
20T1H3S1Q,20T03.1,48,47,-62,-61,4
20T1H3S2Q,20T03.2,48,47,-61,-60,2
20T1H3S3Q,20T03.3,47,46,-62,-61,47
20T1H3S4Q,20T03.4,47,46,-61,-60,36
20T1H4S1Q,20T04.1,46,45,-66,-65,23
20T1H4S2Q,20T04.2,46,45,-65,-64,66
20T1H4S3Q,20T04.3,45,44,-66,-65,24
20T1H4S4Q,20T04.4,45,44,-65,-64,31
20T1H5S1Q,20T05.1,46,45,-64,-63,50
20T1H5S2Q,20T05.2,46,45,-63,-62,54
20T1H5S3Q,20T05.3,45,44,-64,-63,22
20T1H5S4Q,20T05.4,45,44,-63,-62,9
20T1H6S1Q,20T06.1,46,45,-62,-61,63
20T1H6S2Q,20T06.2,46,45,-61,-60,62
20T2H1S1Q,20T07.1,44,43,-66,-65,10
20T2H1S2Q,20T07.2,44,43,-65,-64,3
20U1H3S2Q,20U03.2,56,55,-61,-60,1
20U1H3S3Q,20U03.3,55,54,-62,-61,1
20U1H4S2Q,20U04.2,54,53,-65,-64,2
20U1H4S3Q,20U04.3,53,52,-66,-65,5
20U1H6S2Q,20U06.2,54,53,-61,-60,3
20U2H1S4Q,20U07.4,51,50,-65,-64,3
20U2H2S3Q,20U08.3,51,50,-64,-63,1
20U2H2S4Q,20U08.4,51,50,-63,-62,2
20U2H3S3Q,20U09.3,51,50,-62,-61,2
20U2H4S1Q,20U10.1,50,49,-66,-65,8
20U2H4S2Q,20U10.2,50,49,-65,-64,7
20U2H4S3Q,20U10.3,49,48,-66,-65,7
20U2H4S4Q,20U10.4,49,48,-65,-64,13
20U2H5S2Q,20U11.2,50,49,-63,-62,1
20V1H4S2Q,20V04.2,62,61,-65,-64,1
20V1H4S4Q,20V04.4,61,60,-65,-64,1
20V2H1S3Q,20V07.3,59,58,-66,-65,1
20V2H6S1Q,20V12.1,58,57,-62,-61,1
20V2H6S3Q,20V12.3,57,56,-62,-61,1
20W2H1S2Q,20W07.2,68,67,-65,-64,2
20W2H1S3Q,20W07.3,67,66,-66,-65,1
20W2H2S2Q,20W08.2,68,67,-63,-62,1
20W2H3S3Q,20W09.3,67,66,-62,-61,1
20W2H4S1Q,20W10.1,66,65,-66,-65,1
20X1H1S1Q,20X01.1,80,79,-66,-65,1
20X1H4S3Q,20X04.3,77,76,-66,-65,3
21D1H2S1Q,21D02.1,-64,-65,-58,-57,1
21E2H5S3Q,21E11.3,-63,-64,-58,-57,1
21F1H4S3Q,21F04.3,-51,-52,-60,-59,10
21F1H4S4Q,21F04.4,-51,-52,-59,-58,29
21F1H5S3Q,21F05.3,-51,-52,-58,-57,1
21F2H1S1Q,21F07.1,-52,-53,-60,-59,2
21H1H1S1Q,21H01.1,-32,-33,-60,-59,31
21H1H1S2Q,21H01.2,-32,-33,-59,-58,55
21H1H1S3Q,21H01.3,-33,-34,-60,-59,27
21H1H1S4Q,21H01.4,-33,-34,-59,-58,26
21H1H2S1Q,21H02.1,-32,-33,-58,-57,39
21H1H2S2Q,21H02.2,-32,-33,-57,-56,31
21H1H2S3Q,21H02.3,-33,-34,-58,-57,37
21H1H2S4Q,21H02.4,-33,-34,-57,-56,32
21H1H3S1Q,21H03.1,-32,-33,-56,-55,41
21H1H3S2Q,21H03.2,-32,-33,-55,-54,38
21H1H3S3Q,21H03.3,-33,-34,-56,-55,30
21H1H3S4Q,21H03.4,-33,-34,-55,-54,28
21H1H4S1Q,21H04.1,-34,-35,-60,-59,68
21H1H4S2Q,21H04.2,-34,-35,-59,-58,274
21H1H4S3Q,21H04.3,-35,-36,-60,-59,46
21H1H4S4Q,21H04.4,-35,-36,-59,-58,35
21H1H5S1Q,21H05.1,-34,-35,-58,-57,46
21H1H5S2Q,21H05.2,-34,-35,-57,-56,111
21H1H5S3Q,21H05.3,-35,-36,-58,-57,31
21H1H6S1Q,21H06.1,-34,-35,-56,-55,47
21H1H6S2Q,21H06.2,-34,-35,-55,-54,19
21H2H1S1Q,21H07.1,-36,-37,-60,-59,23
21H2H1S2Q,21H07.2,-36,-37,-59,-58,8
21H2H1S3Q,21H07.3,-37,-38,-60,-59,20
21H2H1S4Q,21H07.4,-37,-38,-59,-58,18
21H2H2S1Q,21H08.1,-36,-37,-58,-57,12
21H2H2S2Q,21H08.2,-36,-37,-57,-56,12
21H2H2S3Q,21H08.3,-37,-38,-58,-57,28
21H2H2S4Q,21H08.4,-37,-38,-57,-56,7
21H2H4S1Q,21H10.1,-38,-39,-60,-59,14
21H2H4S2Q,21H10.2,-38,-39,-59,-58,14
21H2H5S1Q,21H11.1,-38,-39,-58,-57,18
21J1H1S1Q,21J01.1,-24,-25,-60,-59,36
21J1H1S2Q,21J01.2,-24,-25,-59,-58,85
21J1H1S3Q,21J01.3,-25,-26,-60,-59,11
21J1H1S4Q,21J01.4,-25,-26,-59,-58,26
21J1H2S1Q,21J02.1,-24,-25,-58,-57,69
21J1H2S2Q,21J02.2,-24,-25,-57,-56,44
21J1H2S3Q,21J02.3,-25,-26,-58,-57,167
21J1H2S4Q,21J02.4,-25,-26,-57,-56,151
21J1H3S1Q,21J03.1,-24,-25,-56,-55,39
21J1H3S2Q,21J03.2,-24,-25,-55,-54,63
21J1H3S3Q,21J03.3,-25,-26,-56,-55,61
21J1H3S4Q,21J03.4,-25,-26,-55,-54,83
21J1H4S1Q,21J04.1,-26,-27,-60,-59,19
21J1H4S2Q,21J04.2,-26,-27,-59,-58,42
21J1H4S3Q,21J04.3,-27,-28,-60,-59,25
21J1H4S4Q,21J04.4,-27,-28,-59,-58,54
21J1H5S1Q,21J05.1,-26,-27,-58,-57,75
21J1H5S2Q,21J05.2,-26,-27,-57,-56,96
21J1H5S3Q,21J05.3,-27,-28,-58,-57,49
21J1H5S4Q,21J05.4,-27,-28,-57,-56,50
21J1H6S1Q,21J06.1,-26,-27,-56,-55,53
21J1H6S2Q,21J06.2,-26,-27,-55,-54,44
21J1H6S3Q,21J06.3,-27,-28,-56,-55,119
21J1H6S4Q,21J06.4,-27,-28,-55,-54,85
21J2H1S1Q,21J07.1,-28,-29,-60,-59,28
21J2H1S2Q,21J07.2,-28,-29,-59,-58,31
21J2H1S3Q,21J07.3,-29,-30,-60,-59,29
21J2H1S4Q,21J07.4,-29,-30,-59,-58,18
21J2H2S1Q,21J08.1,-28,-29,-58,-57,7
21J2H2S2Q,21J08.2,-28,-29,-57,-56,16
21J2H2S3Q,21J08.3,-29,-30,-58,-57,17
21J2H2S4Q,21J08.4,-29,-30,-57,-56,32
21J2H3S1Q,21J09.1,-28,-29,-56,-55,29
21J2H3S2Q,21J09.2,-28,-29,-55,-54,70
21J2H3S3Q,21J09.3,-29,-30,-56,-55,26
21J2H3S4Q,21J09.4,-29,-30,-55,-54,45
21J2H4S1Q,21J10.1,-30,-31,-60,-59,19
21J2H4S2Q,21J10.2,-30,-31,-59,-58,21
21J2H4S3Q,21J10.3,-31,-32,-60,-59,24
21J2H4S4Q,21J10.4,-31,-32,-59,-58,39
21J2H5S1Q,21J11.1,-30,-31,-58,-57,29
21J2H5S2Q,21J11.2,-30,-31,-57,-56,39
21J2H5S3Q,21J11.3,-31,-32,-58,-57,46
21J2H5S4Q,21J11.4,-31,-32,-57,-56,35
21J2H6S1Q,21J12.1,-30,-31,-56,-55,44
21J2H6S2Q,21J12.2,-30,-31,-55,-54,27
21J2H6S3Q,21J12.3,-31,-32,-56,-55,63
21J2H6S4Q,21J12.4,-31,-32,-55,-54,30
21K1H1S1Q,21K01.1,-16,-17,-60,-59,104
21K1H1S2Q,21K01.2,-16,-17,-59,-58,107
21K1H1S3Q,21K01.3,-17,-18,-60,-59,20
21K1H1S4Q,21K01.4,-17,-18,-59,-58,24
21K1H2S1Q,21K02.1,-16,-17,-58,-57,56
21K1H2S2Q,21K02.2,-16,-17,-57,-56,112
21K1H2S3Q,21K02.3,-17,-18,-58,-57,25
21K1H2S4Q,21K02.4,-17,-18,-57,-56,31
21K1H3S1Q,21K03.1,-16,-17,-56,-55,44
21K1H3S2Q,21K03.2,-16,-17,-55,-54,24
21K1H3S3Q,21K03.3,-17,-18,-56,-55,18
21K1H3S4Q,21K03.4,-17,-18,-55,-54,29
21K1H4S1Q,21K04.1,-18,-19,-60,-59,53
21K1H4S2Q,21K04.2,-18,-19,-59,-58,61
21K1H4S3Q,21K04.3,-19,-20,-60,-59,4
21K1H4S4Q,21K04.4,-19,-20,-59,-58,29
21K1H5S1Q,21K05.1,-18,-19,-58,-57,35
21K1H5S2Q,21K05.2,-18,-19,-57,-56,37
21K1H5S3Q,21K05.3,-19,-20,-58,-57,52
21K1H5S4Q,21K05.4,-19,-20,-57,-56,51
21K1H6S1Q,21K06.1,-18,-19,-56,-55,29
21K1H6S2Q,21K06.2,-18,-19,-55,-54,24
21K1H6S3Q,21K06.3,-19,-20,-56,-55,48
21K1H6S4Q,21K06.4,-19,-20,-55,-54,46
21K2H1S1Q,21K07.1,-20,-21,-60,-59,11
21K2H1S2Q,21K07.2,-20,-21,-59,-58,38
21K2H1S3Q,21K07.3,-21,-22,-60,-59,6
21K2H1S4Q,21K07.4,-21,-22,-59,-58,27
21K2H2S1Q,21K08.1,-20,-21,-58,-57,18
21K2H2S2Q,21K08.2,-20,-21,-57,-56,73
21K2H2S3Q,21K08.3,-21,-22,-58,-57,74
21K2H2S4Q,21K08.4,-21,-22,-57,-56,81
21K2H3S1Q,21K09.1,-20,-21,-56,-55,73
21K2H3S2Q,21K09.2,-20,-21,-55,-54,36
21K2H3S3Q,21K09.3,-21,-22,-56,-55,50
21K2H3S4Q,21K09.4,-21,-22,-55,-54,75
21K2H4S1Q,21K10.1,-22,-23,-60,-59,48
21K2H4S2Q,21K10.2,-22,-23,-59,-58,40
21K2H4S3Q,21K10.3,-23,-24,-60,-59,57
21K2H4S4Q,21K10.4,-23,-24,-59,-58,69
21K2H5S1Q,21K11.1,-22,-23,-58,-57,75
21K2H5S2Q,21K11.2,-22,-23,-57,-56,73
21K2H5S3Q,21K11.3,-23,-24,-58,-57,114
21K2H5S4Q,21K11.4,-23,-24,-57,-56,41
21K2H6S1Q,21K12.1,-22,-23,-56,-55,61
21K2H6S2Q,21K12.2,-22,-23,-55,-54,48
21K2H6S3Q,21K12.3,-23,-24,-56,-55,74
21K2H6S4Q,21K12.4,-23,-24,-55,-54,60
21L1H1S1Q,21L01.1,-8,-9,-60,-59,2
21L1H1S2Q,21L01.2,-8,-9,-59,-58,14
21L1H1S3Q,21L01.3,-9,-10,-60,-59,2
21L1H1S4Q,21L01.4,-9,-10,-59,-58,1
21L1H2S1Q,21L02.1,-8,-9,-58,-57,7
21L1H2S3Q,21L02.3,-9,-10,-58,-57,7
21L1H2S4Q,21L02.4,-9,-10,-57,-56,2
21L1H3S2Q,21L03.2,-8,-9,-55,-54,3
21L1H3S3Q,21L03.3,-9,-10,-56,-55,3
21L1H3S4Q,21L03.4,-9,-10,-55,-54,1
21L1H4S1Q,21L04.1,-10,-11,-60,-59,1
21L1H4S2Q,21L04.2,-10,-11,-59,-58,1
21L1H4S4Q,21L04.4,-11,-12,-59,-58,4
21L1H5S2Q,21L05.2,-10,-11,-57,-56,1
21L1H5S3Q,21L05.3,-11,-12,-58,-57,4
21L1H5S4Q,21L05.4,-11,-12,-57,-56,1
21L1H6S1Q,21L06.1,-10,-11,-56,-55,9
21L1H6S2Q,21L06.2,-10,-11,-55,-54,3
21L1H6S3Q,21L06.3,-11,-12,-56,-55,7
21L1H6S4Q,21L06.4,-11,-12,-55,-54,4
21L2H1S1Q,21L07.1,-12,-13,-60,-59,6
21L2H1S2Q,21L07.2,-12,-13,-59,-58,3
21L2H1S3Q,21L07.3,-13,-14,-60,-59,12
21L2H1S4Q,21L07.4,-13,-14,-59,-58,7
21L2H2S1Q,21L08.1,-12,-13,-58,-57,2
21L2H2S2Q,21L08.2,-12,-13,-57,-56,5
21L2H2S3Q,21L08.3,-13,-14,-58,-57,8
21L2H2S4Q,21L08.4,-13,-14,-57,-56,8
21L2H3S1Q,21L09.1,-12,-13,-56,-55,5
21L2H3S2Q,21L09.2,-12,-13,-55,-54,2
21L2H3S3Q,21L09.3,-13,-14,-56,-55,12
21L2H3S4Q,21L09.4,-13,-14,-55,-54,2
21L2H4S1Q,21L10.1,-14,-15,-60,-59,10
21L2H4S2Q,21L10.2,-14,-15,-59,-58,8
21L2H4S3Q,21L10.3,-15,-16,-60,-59,27
21L2H4S4Q,21L10.4,-15,-16,-59,-58,30
21L2H5S1Q,21L11.1,-14,-15,-58,-57,32
21L2H5S2Q,21L11.2,-14,-15,-57,-56,62
21L2H5S3Q,21L11.3,-15,-16,-58,-57,45
21L2H5S4Q,21L11.4,-15,-16,-57,-56,104
21L2H6S1Q,21L12.1,-14,-15,-56,-55,29
21L2H6S2Q,21L12.2,-14,-15,-55,-54,13
21L2H6S3Q,21L12.3,-15,-16,-56,-55,48
21L2H6S4Q,21L12.4,-15,-16,-55,-54,27
21M1H1S3Q,21M01.3,-1,-2,-60,-59,2
21M1H1S4Q,21M01.4,-1,-2,-59,-58,1
21M1H2S2Q,21M02.2,0,-1,-57,-56,6
21M1H2S3Q,21M02.3,-1,-2,-58,-57,2
21M1H2S4Q,21M02.4,-1,-2,-57,-56,3
21M1H3S3Q,21M03.3,-1,-2,-56,-55,7
21M1H3S4Q,21M03.4,-1,-2,-55,-54,10
21M1H4S1Q,21M04.1,-2,-3,-60,-59,1
21M1H4S2Q,21M04.2,-2,-3,-59,-58,5
21M1H4S3Q,21M04.3,-3,-4,-60,-59,9
21M1H4S4Q,21M04.4,-3,-4,-59,-58,14
21M1H5S1Q,21M05.1,-2,-3,-58,-57,27
21M1H5S2Q,21M05.2,-2,-3,-57,-56,12
21M1H5S3Q,21M05.3,-3,-4,-58,-57,16
21M1H5S4Q,21M05.4,-3,-4,-57,-56,8
21M1H6S1Q,21M06.1,-2,-3,-56,-55,7
21M1H6S2Q,21M06.2,-2,-3,-55,-54,10
21M1H6S3Q,21M06.3,-3,-4,-56,-55,10
21M1H6S4Q,21M06.4,-3,-4,-55,-54,1
21M2H1S1Q,21M07.1,-4,-5,-60,-59,82
21M2H1S2Q,21M07.2,-4,-5,-59,-58,8
21M2H1S3Q,21M07.3,-5,-6,-60,-59,37
21M2H1S4Q,21M07.4,-5,-6,-59,-58,3
21M2H2S1Q,21M08.1,-4,-5,-58,-57,14
21M2H2S2Q,21M08.2,-4,-5,-57,-56,40
21M2H2S3Q,21M08.3,-5,-6,-58,-57,7
21M2H2S4Q,21M08.4,-5,-6,-57,-56,26
21M2H3S1Q,21M09.1,-4,-5,-56,-55,13
