GridRef,Alias,TopLat,BottomLat,LeftLon,RightLon,ZoneCount
17T1H3S4Q,17T03.4,47,46,-79,-78,4
17T1H4S1Q,17T04.1,46,45,-84,-83,43
17T1H4S2Q,17T04.2,46,45,-83,-82,9
17T1H4S3Q,17T04.3,45,44,-84,-83,83
17T1H4S4Q,17T04.4,45,44,-83,-82,4
17T1H5S1Q,17T05.1,46,45,-82,-81,12
17T1H5S2Q,17T05.2,46,45,-81,-80,13
17T1H5S3Q,17T05.3,45,44,-82,-81,23
17T1H5S4Q,17T05.4,45,44,-81,-80,30
17T1H6S1Q,17T06.1,46,45,-80,-79,11
17T1H6S2Q,17T06.2,46,45,-79,-78,8
17T1H6S3Q,17T06.3,45,44,-80,-79,55
17T1H6S4Q,17T06.4,45,44,-79,-78,31
17T2H1S1Q,17T07.1,44,43,-84,-83,146
17T2H1S2Q,17T07.2,44,43,-83,-82,68
17T2H1S3Q,17T07.3,43,42,-84,-83,277
17T2H1S4Q,17T07.4,43,42,-83,-82,114
17T2H2S1Q,17T08.1,44,43,-82,-81,26
17T2H2S2Q,17T08.2,44,43,-81,-80,53
17T2H2S3Q,17T08.3,43,42,-82,-81,13
17T2H2S4Q,17T08.4,43,42,-81,-80,64
17T2H3S1Q,17T09.1,44,43,-80,-79,74
17T2H3S2Q,17T09.2,44,43,-79,-78,208
17T2H3S3Q,17T09.3,43,42,-80,-79,227
17T2H3S4Q,17T09.4,43,42,-79,-78,441
17T2H4S1Q,17T10.1,42,41,-84,-83,405
17T2H4S2Q,17T10.2,42,41,-83,-82,195
17T2H4S3Q,17T10.3,41,40,-84,-83,279
17T2H4S4Q,17T10.4,41,40,-83,-82,352
17T2H5S1Q,17T11.1,42,41,-82,-81,451
17T2H5S2Q,17T11.2,42,41,-81,-80,568
17T2H5S3Q,17T11.3,41,40,-82,-81,532
17T2H5S4Q,17T11.4,41,40,-81,-80,983
17T2H6S1Q,17T12.1,42,41,-80,-79,521
17T2H6S2Q,17T12.2,42,41,-79,-78,391
17T2H6S3Q,17T12.3,41,40,-80,-79,1231
17T2H6S4Q,17T12.4,41,40,-79,-78,785
17U1H4S4Q,17U04.4,53,52,-83,-82,1
17U1H5S3Q,17U05.3,53,52,-82,-81,2
17U1H6S2Q,17U06.2,54,53,-79,-78,1
17U1H6S4Q,17U06.4,53,52,-79,-78,2
17U2H1S1Q,17U07.1,52,51,-84,-83,1
17U2H1S4Q,17U07.4,51,50,-83,-82,1
17U2H2S2Q,17U08.2,52,51,-81,-80,1
17U2H3S1Q,17U09.1,52,51,-80,-79,1
17U2H3S2Q,17U09.2,52,51,-79,-78,1
17U2H4S1Q,17U10.1,50,49,-84,-83,4
17U2H4S2Q,17U10.2,50,49,-83,-82,1
17U2H4S4Q,17U10.4,49,48,-83,-82,1
17U2H5S1Q,17U11.1,50,49,-82,-81,2
17U2H5S3Q,17U11.3,49,48,-82,-81,6
17U2H5S4Q,17U11.4,49,48,-81,-80,3
17U2H6S1Q,17U12.1,50,49,-80,-79,1
17U2H6S3Q,17U12.3,49,48,-80,-79,16
17U2H6S4Q,17U12.4,49,48,-79,-78,19
17V1H6S4Q,17V06.4,61,60,-79,-78,2
17V2H3S4Q,17V09.4,59,58,-79,-78,1
17V2H6S3Q,17V12.3,57,56,-80,-79,1
17W1H5S1Q,17W05.1,70,69,-82,-81,1
17W1H5S3Q,17W05.3,69,68,-82,-81,1
17W2H4S3Q,17W10.3,65,64,-84,-83,1
17X1H4S4Q,17X04.4,77,76,-83,-82,1
17X1H5S4Q,17X05.4,77,76,-81,-80,1
17X2H1S4Q,17X07.4,75,74,-83,-82,1
18F1H3S2Q,18F03.2,-48,-49,-73,-72,2
18F1H3S4Q,18F03.4,-49,-50,-73,-72,4
18F1H6S2Q,18F06.2,-50,-51,-73,-72,4
18F1H6S4Q,18F06.4,-51,-52,-73,-72,15
18G1H2S4Q,18G02.4,-41,-42,-75,-74,3
18G1H3S1Q,18G03.1,-40,-41,-74,-73,22
18G1H3S2Q,18G03.2,-40,-41,-73,-72,30
18G1H3S3Q,18G03.3,-41,-42,-74,-73,71
18G1H3S4Q,18G03.4,-41,-42,-73,-72,35
18G1H5S2Q,18G05.2,-42,-43,-75,-74,5
18G1H6S1Q,18G06.1,-42,-43,-74,-73,161
18G1H6S2Q,18G06.2,-42,-43,-73,-72,22
18G1H6S3Q,18G06.3,-43,-44,-74,-73,18
18G1H6S4Q,18G06.4,-43,-44,-73,-72,31
18G2H3S2Q,18G09.2,-44,-45,-73,-72,3
18G2H3S3Q,18G09.3,-45,-46,-74,-73,1
18G2H3S4Q,18G09.4,-45,-46,-73,-72,7
18G2H6S2Q,18G12.2,-46,-47,-73,-72,8
18G2H6S3Q,18G12.3,-47,-48,-74,-73,9
18G2H6S4Q,18G12.4,-47,-48,-73,-72,3
18H1H6S2Q,18H06.2,-34,-35,-73,-72,26
18H1H6S4Q,18H06.4,-35,-36,-73,-72,96
18H2H3S1Q,18H09.1,-36,-37,-74,-73,39
18H2H3S2Q,18H09.2,-36,-37,-73,-72,169
18H2H3S3Q,18H09.3,-37,-38,-74,-73,33
18H2H3S4Q,18H09.4,-37,-38,-73,-72,54
18H2H6S1Q,18H12.1,-38,-39,-74,-73,21
18H2H6S2Q,18H12.2,-38,-39,-73,-72,68
18H2H6S3Q,18H12.3,-39,-40,-74,-73,52
18H2H6S4Q,18H12.4,-39,-40,-73,-72,61
18K1H2S2Q,18K02.2,-16,-17,-75,-74,1
18K1H3S1Q,18K03.1,-16,-17,-74,-73,37
18K1H3S2Q,18K03.2,-16,-17,-73,-72,155
18K1H3S4Q,18K03.4,-17,-18,-73,-72,6
18L1H1S1Q,18L01.1,-8,-9,-78,-77,390
18L1H1S2Q,18L01.2,-8,-9,-77,-76,169
18L1H1S3Q,18L01.3,-9,-10,-78,-77,603
18L1H1S4Q,18L01.4,-9,-10,-77,-76,1635
18L1H2S1Q,18L02.1,-8,-9,-76,-75,2
18L1H2S2Q,18L02.2,-8,-9,-75,-74,89
18L1H2S3Q,18L02.3,-9,-10,-76,-75,142
18L1H2S4Q,18L02.4,-9,-10,-75,-74,65
18L1H3S1Q,18L03.1,-8,-9,-74,-73,34
18L1H3S2Q,18L03.2,-8,-9,-73,-72,55
18L1H3S3Q,18L03.3,-9,-10,-74,-73,9
18L1H3S4Q,18L03.4,-9,-10,-73,-72,23
18L1H4S1Q,18L04.1,-10,-11,-78,-77,725
18L1H4S2Q,18L04.2,-10,-11,-77,-76,1558
18L1H4S3Q,18L04.3,-11,-12,-78,-77,432
18L1H4S4Q,18L04.4,-11,-12,-77,-76,1140
18L1H5S1Q,18L05.1,-10,-11,-76,-75,294
18L1H5S2Q,18L05.2,-10,-11,-75,-74,77
18L1H5S3Q,18L05.3,-11,-12,-76,-75,1577
18L1H5S4Q,18L05.4,-11,-12,-75,-74,430
18L1H6S1Q,18L06.1,-10,-11,-74,-73,62
18L1H6S2Q,18L06.2,-10,-11,-73,-72,2
18L1H6S3Q,18L06.3,-11,-12,-74,-73,38
18L1H6S4Q,18L06.4,-11,-12,-73,-72,41
18L2H1S1Q,18L07.1,-12,-13,-78,-77,64
18L2H1S2Q,18L07.2,-12,-13,-77,-76,463
18L2H1S4Q,18L07.4,-13,-14,-77,-76,414
18L2H2S1Q,18L08.1,-12,-13,-76,-75,945
18L2H2S2Q,18L08.2,-12,-13,-75,-74,119
18L2H2S3Q,18L08.3,-13,-14,-76,-75,794
18L2H2S4Q,18L08.4,-13,-14,-75,-74,1208
18L2H3S1Q,18L09.1,-12,-13,-74,-73,36
18L2H3S2Q,18L09.2,-12,-13,-73,-72,137
18L2H3S3Q,18L09.3,-13,-14,-74,-73,1441
18L2H3S4Q,18L09.4,-13,-14,-73,-72,987
18L2H4S2Q,18L10.2,-14,-15,-77,-76,5
18L2H5S1Q,18L11.1,-14,-15,-76,-75,533
18L2H5S2Q,18L11.2,-14,-15,-75,-74,417
18L2H5S3Q,18L11.3,-15,-16,-76,-75,6
18L2H5S4Q,18L11.4,-15,-16,-75,-74,288
18L2H6S1Q,18L12.1,-14,-15,-74,-73,573
18L2H6S2Q,18L12.2,-14,-15,-73,-72,265
18L2H6S3Q,18L12.3,-15,-16,-74,-73,619
18L2H6S4Q,18L12.4,-15,-16,-73,-72,630
18M1H1S1Q,18M01.1,0,-1,-78,-77,52
18M1H1S2Q,18M01.2,0,-1,-77,-76,33
18M1H1S3Q,18M01.3,-1,-2,-78,-77,47
18M1H1S4Q,18M01.4,-1,-2,-77,-76,20
18M1H2S1Q,18M02.1,0,-1,-76,-75,77
18M1H2S2Q,18M02.2,0,-1,-75,-74,28
18M1H2S3Q,18M02.3,-1,-2,-76,-75,15
18M1H2S4Q,18M02.4,-1,-2,-75,-74,14
18M1H3S1Q,18M03.1,0,-1,-74,-73,25
18M1H3S2Q,18M03.2,0,-1,-73,-72,27
18M1H3S3Q,18M03.3,-1,-2,-74,-73,38
18M1H3S4Q,18M03.4,-1,-2,-73,-72,29
18M1H4S1Q,18M04.1,-2,-3,-78,-77,112
18M1H4S2Q,18M04.2,-2,-3,-77,-76,36
18M1H4S3Q,18M04.3,-3,-4,-78,-77,40
18M1H4S4Q,18M04.4,-3,-4,-77,-76,20
18M1H5S1Q,18M05.1,-2,-3,-76,-75,14
18M1H5S2Q,18M05.2,-2,-3,-75,-74,29
18M1H5S3Q,18M05.3,-3,-4,-76,-75,30
18M1H5S4Q,18M05.4,-3,-4,-75,-74,21
18M1H6S1Q,18M06.1,-2,-3,-74,-73,47
18M1H6S2Q,18M06.2,-2,-3,-73,-72,20
18M1H6S3Q,18M06.3,-3,-4,-74,-73,122
18M1H6S4Q,18M06.4,-3,-4,-73,-72,79
18M2H1S1Q,18M07.1,-4,-5,-78,-77,72
18M2H1S2Q,18M07.2,-4,-5,-77,-76,30
18M2H1S3Q,18M07.3,-5,-6,-78,-77,124
18M2H1S4Q,18M07.4,-5,-6,-77,-76,65
18M2H2S1Q,18M08.1,-4,-5,-76,-75,12
18M2H2S2Q,18M08.2,-4,-5,-75,-74,34
18M2H2S3Q,18M08.3,-5,-6,-76,-75,48
18M2H2S4Q,18M08.4,-5,-6,-75,-74,32
18M2H3S1Q,18M09.1,-4,-5,-74,-73,129
18M2H3S2Q,18M09.2,-4,-5,-73,-72,32
18M2H3S3Q,18M09.3,-5,-6,-74,-73,76
18M2H3S4Q,18M09.4,-5,-6,-73,-72,5
18M2H4S1Q,18M10.1,-6,-7,-78,-77,415
18M2H4S2Q,18M10.2,-6,-7,-77,-76,156
18M2H4S3Q,18M10.3,-7,-8,-78,-77,391
18M2H4S4Q,18M10.4,-7,-8,-77,-76,158
18M2H5S1Q,18M11.1,-6,-7,-76,-75,64
18M2H5S2Q,18M11.2,-6,-7,-75,-74,24
18M2H5S3Q,18M11.3,-7,-8,-76,-75,12
18M2H5S4Q,18M11.4,-7,-8,-75,-74,57
18M2H6S1Q,18M12.1,-6,-7,-74,-73,29
18M2H6S2Q,18M12.2,-6,-7,-73,-72,1
18M2H6S3Q,18M12.3,-7,-8,-74,-73,19
18M2H6S4Q,18M12.4,-7,-8,-73,-72,40
18N1H1S1Q,18N01.1,8,7,-78,-77,35
18N1H1S2Q,18N01.2,8,7,-77,-76,126
18N1H1S3Q,18N01.3,7,6,-78,-77,9
18N1H1S4Q,18N01.4,7,6,-77,-76,230
18N1H2S1Q,18N02.1,8,7,-76,-75,532
18N1H2S2Q,18N02.2,8,7,-75,-74,155
18N1H2S3Q,18N02.3,7,6,-76,-75,890
18N1H2S4Q,18N02.4,7,6,-75,-74,397
18N1H3S1Q,18N03.1,8,7,-74,-73,672
18N1H3S2Q,18N03.2,8,7,-73,-72,644
18N1H3S3Q,18N03.3,7,6,-74,-73,921
18N1H3S4Q,18N03.4,7,6,-73,-72,145
18N1H4S1Q,18N04.1,6,5,-78,-77,26
18N1H4S2Q,18N04.2,6,5,-77,-76,95
18N1H4S3Q,18N04.3,5,4,-78,-77,25
18N1H4S4Q,18N04.4,5,4,-77,-76,387
18N1H5S1Q,18N05.1,6,5,-76,-75,746
18N1H5S2Q,18N05.2,6,5,-75,-74,944
18N1H5S3Q,18N05.3,5,4,-76,-75,925
18N1H5S4Q,18N05.4,5,4,-75,-74,858
18N1H6S1Q,18N06.1,6,5,-74,-73,1271
18N1H6S2Q,18N06.2,6,5,-73,-72,399
18N1H6S3Q,18N06.3,5,4,-74,-73,1073
18N1H6S4Q,18N06.4,5,4,-73,-72,597
18N2H1S1Q,18N07.1,4,3,-78,-77,83
18N2H1S2Q,18N07.2,4,3,-77,-76,915
18N2H1S3Q,18N07.3,3,2,-78,-77,307
18N2H1S4Q,18N07.4,3,2,-77,-76,660
18N2H2S1Q,18N08.1,4,3,-76,-75,1136
18N2H2S2Q,18N08.2,4,3,-75,-74,389
18N2H2S3Q,18N08.3,3,2,-76,-75,745
18N2H2S4Q,18N08.4,3,2,-75,-74,62
18N2H3S1Q,18N09.1,4,3,-74,-73,92
18N2H3S2Q,18N09.2,4,3,-73,-72,44
18N2H3S3Q,18N09.3,3,2,-74,-73,35
18N2H3S4Q,18N09.4,3,2,-73,-72,80
18N2H4S1Q,18N10.1,2,1,-78,-77,888
18N2H4S2Q,18N10.2,2,1,-77,-76,284
18N2H4S3Q,18N10.3,1,0,-78,-77,437
18N2H4S4Q,18N10.4,1,0,-77,-76,146
18N2H5S1Q,18N11.1,2,1,-76,-75,497
18N2H5S2Q,18N11.2,2,1,-75,-74,54
18N2H5S3Q,18N11.3,1,0,-76,-75,84
18N2H5S4Q,18N11.4,1,0,-75,-74,43
18N2H6S1Q,18N12.1,2,1,-74,-73,11
18N2H6S2Q,18N12.2,2,1,-73,-72,26
18N2H6S3Q,18N12.3,1,0,-74,-73,6
18N2H6S4Q,18N12.4,1,0,-73,-72,16
18P1H6S4Q,18P06.4,13,12,-73,-72,29
18P2H2S2Q,18P08.2,12,11,-75,-74,58
18P2H2S3Q,18P08.3,11,10,-76,-75,576
18P2H2S4Q,18P08.4,11,10,-75,-74,1115
18P2H3S1Q,18P09.1,12,11,-74,-73,72
18P2H3S2Q,18P09.2,12,11,-73,-72,670
18P2H3S3Q,18P09.3,11,10,-74,-73,284
18P2H3S4Q,18P09.4,11,10,-73,-72,403
18P2H4S1Q,18P10.1,10,9,-78,-77,10
18P2H4S2Q,18P10.2,10,9,-77,-76,25
18P2H4S3Q,18P10.3,9,8,-78,-77,87
18P2H4S4Q,18P10.4,9,8,-77,-76,525
18P2H5S1Q,18P11.1,10,9,-76,-75,787
18P2H5S2Q,18P11.2,10,9,-75,-74,993
18P2H5S3Q,18P11.3,9,8,-76,-75,905
18P2H5S4Q,18P11.4,9,8,-75,-74,292
18P2H6S1Q,18P12.1,10,9,-74,-73,517
18P2H6S2Q,18P12.2,10,9,-73,-72,182
18P2H6S3Q,18P12.3,9,8,-74,-73,634
18P2H6S4Q,18P12.4,9,8,-73,-72,572
18Q1H1S1Q,18Q01.1,24,23,-78,-77,5
18Q1H1S2Q,18Q01.2,24,23,-77,-76,6
18Q1H1S4Q,18Q01.4,23,22,-77,-76,1
18Q1H2S1Q,18Q02.1,24,23,-76,-75,56
18Q1H2S2Q,18Q02.2,24,23,-75,-74,17
18Q1H2S3Q,18Q02.3,23,22,-76,-75,2
18Q1H2S4Q,18Q02.4,23,22,-75,-74,26
18Q1H3S3Q,18Q03.3,23,22,-74,-73,13
18Q1H3S4Q,18Q03.4,23,22,-73,-72,1
18Q1H4S1Q,18Q04.1,22,21,-78,-77,413
18Q1H4S2Q,18Q04.2,22,21,-77,-76,327
18Q1H4S3Q,18Q04.3,21,20,-78,-77,462
18Q1H4S4Q,18Q04.4,21,20,-77,-76,654
18Q1H5S1Q,18Q05.1,22,21,-76,-75,68
18Q1H5S3Q,18Q05.3,21,20,-76,-75,715
18Q1H5S4Q,18Q05.4,21,20,-75,-74,175
18Q1H6S2Q,18Q06.2,22,21,-73,-72,6
18Q1H6S3Q,18Q06.3,21,20,-74,-73,1
18Q1H6S4Q,18Q06.4,21,20,-73,-72,76
18Q2H1S1Q,18Q07.1,20,19,-78,-77,49
18Q2H1S2Q,18Q07.2,20,19,-77,-76,9
18Q2H1S3Q,18Q07.3,19,18,-78,-77,958
18Q2H1S4Q,18Q07.4,19,18,-77,-76,431
18Q2H2S1Q,18Q08.1,20,19,-76,-75,80
18Q2H2S2Q,18Q08.2,20,19,-75,-74,3
18Q2H2S4Q,18Q08.4,19,18,-75,-74,818
18Q2H3S1Q,18Q09.1,20,19,-74,-73,333
18Q2H3S2Q,18Q09.2,20,19,-73,-72,3338
18Q2H3S3Q,18Q09.3,19,18,-74,-73,1786
18Q2H3S4Q,18Q09.4,19,18,-73,-72,3009
18Q2H4S1Q,18Q10.1,18,17,-78,-77,327
18Q2H4S2Q,18Q10.2,18,17,-77,-76,197
18R2H1S3Q,18R07.3,27,26,-78,-77,28
18R2H1S4Q,18R07.4,27,26,-77,-76,2
18R2H4S1Q,18R10.1,26,25,-78,-77,33
18R2H4S2Q,18R10.2,26,25,-77,-76,20
18R2H4S3Q,18R10.3,25,24,-78,-77,30
18R2H4S4Q,18R10.4,25,24,-77,-76,13
18R2H5S3Q,18R11.3,25,24,-76,-75,33
18R2H5S4Q,18R11.4,25,24,-75,-74,11
18S1H1S1Q,18S01.1,40,39,-78,-77,2077
18S1H1S2Q,18S01.2,40,39,-77,-76,3686
18S1H1S3Q,18S01.3,39,38,-78,-77,1853
18S1H1S4Q,18S01.4,39,38,-77,-76,1815
18S1H2S1Q,18S02.1,40,39,-76,-75,2298
18S1H2S2Q,18S02.2,40,39,-75,-74,613
18S1H2S3Q,18S02.3,39,38,-76,-75,1125
18S1H2S4Q,18S02.4,39,38,-75,-74,21
18S1H4S1Q,18S04.1,38,37,-78,-77,892
18S1H4S2Q,18S04.2,38,37,-77,-76,753
18S1H4S3Q,18S04.3,37,36,-78,-77,294
18S1H4S4Q,18S04.4,37,36,-77,-76,895
18S1H5S1Q,18S05.1,38,37,-76,-75,205
18S1H5S3Q,18S05.3,37,36,-76,-75,69
18S2H1S1Q,18S07.1,36,35,-78,-77,667
18S2H1S2Q,18S07.2,36,35,-77,-76,197
18S2H1S3Q,18S07.3,35,34,-78,-77,289
18S2H1S4Q,18S07.4,35,34,-77,-76,113
18S2H2S1Q,18S08.1,36,35,-76,-75,41
18S2H4S1Q,18S10.1,34,33,-78,-77,3
18T1H1S3Q,18T01.3,47,46,-78,-77,5
18T1H1S4Q,18T01.4,47,46,-77,-76,6
18T1H2S2Q,18T02.2,48,47,-75,-74,2
18T1H2S3Q,18T02.3,47,46,-76,-75,22
18T1H2S4Q,18T02.4,47,46,-75,-74,23
18T1H3S1Q,18T03.1,48,47,-74,-73,2
18T1H3S2Q,18T03.2,48,47,-73,-72,5
18T1H3S3Q,18T03.3,47,46,-74,-73,46
18T1H3S4Q,18T03.4,47,46,-73,-72,75
18T1H4S1Q,18T04.1,46,45,-78,-77,32
18T1H4S2Q,18T04.2,46,45,-77,-76,30
18T1H4S3Q,18T04.3,45,44,-78,-77,17
18T1H4S4Q,18T04.4,45,44,-77,-76,46
18T1H5S1Q,18T05.1,46,45,-76,-75,40
18T1H5S2Q,18T05.2,46,45,-75,-74,75
18T1H5S3Q,18T05.3,45,44,-76,-75,187
18T1H5S4Q,18T05.4,45,44,-75,-74,164
18T1H6S1Q,18T06.1,46,45,-74,-73,148
18T1H6S2Q,18T06.2,46,45,-73,-72,108
18T1H6S3Q,18T06.3,45,44,-74,-73,249
18T1H6S4Q,18T06.4,45,44,-73,-72,301
18T2H1S1Q,18T07.1,44,43,-78,-77,183
18T2H1S2Q,18T07.2,44,43,-77,-76,351
18T2H1S3Q,18T07.3,43,42,-78,-77,401
18T2H1S4Q,18T07.4,43,42,-77,-76,520
18T2H2S1Q,18T08.1,44,43,-76,-75,380
18T2H2S2Q,18T08.2,44,43,-75,-74,182
18T2H2S3Q,18T08.3,43,42,-76,-75,439
18T2H2S4Q,18T08.4,43,42,-75,-74,412
18T2H3S1Q,18T09.1,44,43,-74,-73,398
18T2H3S2Q,18T09.2,44,43,-73,-72,391
18T2H3S3Q,18T09.3,43,42,-74,-73,668
18T2H3S4Q,18T09.4,43,42,-73,-72,558
18T2H4S1Q,18T10.1,42,41,-78,-77,326
18T2H4S2Q,18T10.2,42,41,-77,-76,495
18T2H4S3Q,18T10.3,41,40,-78,-77,552
18T2H4S4Q,18T10.4,41,40,-77,-76,1189
18T2H5S1Q,18T11.1,42,41,-76,-75,657
18T2H5S2Q,18T11.2,42,41,-75,-74,721
18T2H5S3Q,18T11.3,41,40,-76,-75,2084
18T2H5S4Q,18T11.4,41,40,-75,-74,1629
18T2H6S1Q,18T12.1,42,41,-74,-73,858
18T2H6S2Q,18T12.2,42,41,-73,-72,663
18T2H6S3Q,18T12.3,41,40,-74,-73,868
18T2H6S4Q,18T12.4,41,40,-73,-72,169
18U1H1S1Q,18U01.1,56,55,-78,-77,2
18U1H5S3Q,18U05.3,53,52,-76,-75,1
18U1H6S1Q,18U06.1,54,53,-74,-73,1
18U2H1S2Q,18U07.2,52,51,-77,-76,1
18U2H2S4Q,18U08.4,51,50,-75,-74,1
18U2H4S1Q,18U10.1,50,49,-78,-77,1
18U2H4S2Q,18U10.2,50,49,-77,-76,3
18U2H4S3Q,18U10.3,49,48,-78,-77,10
18U2H5S2Q,18U11.2,50,49,-75,-74,2
18U2H5S4Q,18U11.4,49,48,-75,-74,1
18U2H6S2Q,18U12.2,50,49,-73,-72,2
18U2H6S4Q,18U12.4,49,48,-73,-72,22
18V1H1S1Q,18V01.1,64,63,-78,-77,1
18V1H1S3Q,18V01.3,63,62,-78,-77,1
18V1H2S3Q,18V02.3,63,62,-76,-75,1
18V1H4S3Q,18V04.3,61,60,-78,-77,1
18V2H4S4Q,18V10.4,57,56,-77,-76,1
18W2H4S1Q,18W10.1,66,65,-78,-77,1
18W2H4S4Q,18W10.4,65,64,-77,-76,1
18W2H5S4Q,18W11.4,65,64,-75,-74,1
18W2H6S4Q,18W12.4,65,64,-73,-72,1
18X1H2S3Q,18X02.3,79,78,-76,-75,1
18X1H3S4Q,18X03.4,79,78,-73,-72,1
18X1H6S2Q,18X06.2,78,77,-73,-72,2
18X2H4S3Q,18X10.3,73,72,-78,-77,1
19F1H1S1Q,19F01.1,-48,-49,-72,-71,4
19F1H1S2Q,19F01.2,-48,-49,-71,-70,4
19F1H1S3Q,19F01.3,-49,-50,-72,-71,3
19F1H1S4Q,19F01.4,-49,-50,-71,-70,1
19F1H2S1Q,19F02.1,-48,-49,-70,-69,3
19F1H2S2Q,19F02.2,-48,-49,-69,-68,1
19F1H2S3Q,19F02.3,-49,-50,-70,-69,2
19F1H2S4Q,19F02.4,-49,-50,-69,-68,4
19F1H3S1Q,19F03.1,-48,-49,-68,-67,5
19F1H3S2Q,19F03.2,-48,-49,-67,-66,1
19F1H3S3Q,19F03.3,-49,-50,-68,-67,2
19F1H4S1Q,19F04.1,-50,-51,-72,-71,5
19F1H4S2Q,19F04.2,-50,-51,-71,-70,2
19F1H4S3Q,19F04.3,-51,-52,-72,-71,5
19F1H4S4Q,19F04.4,-51,-52,-71,-70,6
19F1H5S1Q,19F05.1,-50,-51,-70,-69,4
19F1H5S2Q,19F05.2,-50,-51,-69,-68,2
19F1H5S3Q,19F05.3,-51,-52,-70,-69,5
19F2H1S1Q,19F07.1,-52,-53,-72,-71,3
19F2H1S2Q,19F07.2,-52,-53,-71,-70,4
19F2H1S4Q,19F07.4,-53,-54,-71,-70,11
19F2H2S1Q,19F08.1,-52,-53,-70,-69,7
19F2H2S2Q,19F08.2,-52,-53,-69,-68,3
19F2H2S3Q,19F08.3,-53,-54,-70,-69,4
19F2H2S4Q,19F08.4,-53,-54,-69,-68,8
19F2H3S3Q,19F09.3,-53,-54,-68,-67,5
19F2H5S1Q,19F11.1,-54,-55,-70,-69,1
19F2H5S2Q,19F11.2,-54,-55,-69,-68,9
19F2H6S1Q,19F12.1,-54,-55,-68,-67,10
19F2H6S2Q,19F12.2,-54,-55,-67,-66,4
19G1H1S1Q,19G01.1,-40,-41,-72,-71,18
19G1H1S2Q,19G01.2,-40,-41,-71,-70,11
19G1H1S3Q,19G01.3,-41,-42,-72,-71,18
19G1H1S4Q,19G01.4,-41,-42,-71,-70,11
19G1H2S1Q,19G02.1,-40,-41,-70,-69,6
19G1H2S2Q,19G02.2,-40,-41,-69,-68,5
19G1H2S3Q,19G02.3,-41,-42,-70,-69,3
19G1H2S4Q,19G02.4,-41,-42,-69,-68,4
19G1H3S1Q,19G03.1,-40,-41,-68,-67,3
19G1H3S2Q,19G03.2,-40,-41,-67,-66,5
19G1H3S4Q,19G03.4,-41,-42,-67,-66,4
19G1H4S1Q,19G04.1,-42,-43,-72,-71,14
19G1H4S2Q,19G04.2,-42,-43,-71,-70,2
19G1H4S3Q,19G04.3,-43,-44,-72,-71,24
19G1H4S4Q,19G04.4,-43,-44,-71,-70,8
19G1H5S1Q,19G05.1,-42,-43,-70,-69,2
19G1H5S2Q,19G05.2,-42,-43,-69,-68,3
19G1H5S3Q,19G05.3,-43,-44,-70,-69,6
19G1H6S2Q,19G06.2,-42,-43,-67,-66,3
19G1H6S3Q,19G06.3,-43,-44,-68,-67,3
19G1H6S4Q,19G06.4,-43,-44,-67,-66,4
19G2H1S1Q,19G07.1,-44,-45,-72,-71,8
19G2H1S2Q,19G07.2,-44,-45,-71,-70,4
19G2H1S3Q,19G07.3,-45,-46,-72,-71,13
19G2H1S4Q,19G07.4,-45,-46,-71,-70,5
19G2H2S1Q,19G08.1,-44,-45,-70,-69,1
19G2H2S2Q,19G08.2,-44,-45,-69,-68,2
19G2H2S3Q,19G08.3,-45,-46,-70,-69,5
19G2H2S4Q,19G08.4,-45,-46,-69,-68,7
19G2H3S2Q,19G09.2,-44,-45,-67,-66,3
19G2H3S3Q,19G09.3,-45,-46,-68,-67,24
19G2H3S4Q,19G09.4,-45,-46,-67,-66,1
19G2H4S1Q,19G10.1,-46,-47,-72,-71,5
19G2H4S2Q,19G10.2,-46,-47,-71,-70,2
19G2H4S3Q,19G10.3,-47,-48,-72,-71,4
19G2H4S4Q,19G10.4,-47,-48,-71,-70,1
19G2H5S1Q,19G11.1,-46,-47,-70,-69,1
19G2H5S2Q,19G11.2,-46,-47,-69,-68,3
19G2H5S3Q,19G11.3,-47,-48,-70,-69,2
19G2H5S4Q,19G11.4,-47,-48,-69,-68,2
19G2H6S1Q,19G12.1,-46,-47,-68,-67,5
19G2H6S3Q,19G12.3,-47,-48,-68,-67,4
19G2H6S4Q,19G12.4,-47,-48,-67,-66,7
19H1H1S1Q,19H01.1,-32,-33,-72,-71,106
19H1H1S2Q,19H01.2,-32,-33,-71,-70,119
19H1H1S3Q,19H01.3,-33,-34,-72,-71,148
19H1H1S4Q,19H01.4,-33,-34,-71,-70,208
19H1H2S1Q,19H02.1,-32,-33,-70,-69,9
19H1H2S2Q,19H02.2,-32,-33,-69,-68,67
19H1H2S3Q,19H02.3,-33,-34,-70,-69,24
19H1H2S4Q,19H02.4,-33,-34,-69,-68,43
19H1H3S1Q,19H03.1,-32,-33,-68,-67,10
19H1H3S2Q,19H03.2,-32,-33,-67,-66,42
19H1H3S3Q,19H03.3,-33,-34,-68,-67,15
19H1H3S4Q,19H03.4,-33,-34,-67,-66,52
19H1H4S1Q,19H04.1,-34,-35,-72,-71,288
19H1H4S2Q,19H04.2,-34,-35,-71,-70,115
19H1H4S3Q,19H04.3,-35,-36,-72,-71,127
19H1H4S4Q,19H04.4,-35,-36,-71,-70,8
19H1H5S1Q,19H05.1,-34,-35,-70,-69,4
19H1H5S2Q,19H05.2,-34,-35,-69,-68,12
19H1H5S3Q,19H05.3,-35,-36,-70,-69,6
