ZoneId,Description,RegionId,CountryId,UtmGrid,GridRef,ZoneControlState,DateCapturedUtc,LegionCount,SwarmCount,FacelessCount,LastUpdateDateUtc,Latitude,Longitude
1910901,"Bloomington",3555,233,"16S","16S1H2S2Q",2,2013-08-13 02:58:51.0670000,0,86679890,11400,2024-12-25 00:01:01.8230000,39.165320,-86.526390
1753202,"Maple",3545,233,"18S","18S1H4S4Q",3,2022-07-16 18:02:18.7870000,0,3489,16563,2024-12-25 00:01:05.2430000,36.414880,-76.004090
2279765,"Szekesfehervar",1221,100,"34T","34T1H1S1Q",1,2024-11-08 16:50:09.3800000,46679,300,0,2024-12-25 00:01:34.8930000,47.189950,18.410340
2197527,"Rouses Point",3562,233,"18T","18T1H6S3Q",2,2024-12-25 00:01:40.9670000,0,1049,0,2024-12-25 00:01:40.9670000,44.993930,-73.364860
2197989,"Perry Mills",3562,233,"18T","18T1H6S1Q",2,2024-12-25 00:01:54.4030000,0,1055,0,2024-12-25 00:01:54.4030000,45.000320,-73.506250
2197256,"Champlain",3562,233,"18T","18T1H6S3Q",2,2024-12-25 00:01:57.6600000,0,1055,0,2024-12-25 00:01:57.6600000,44.986430,-73.446530
2194851,"Coopersville",3562,233,"18T","18T1H6S3Q",2,2024-12-25 00:02:00.9030000,0,1090,0,2024-12-25 00:02:00.9030000,44.943090,-73.407910
2195915,"Mooers",3562,233,"18T","18T1H6S3Q",2,2024-12-25 00:02:04.9830000,0,1055,0,2024-12-25 00:02:04.9830000,44.963370,-73.587360
2304598,"Kremertag",1220,100,"33T","33T1H3S2Q",1,2015-09-19 15:23:34.4870000,752926,2462,900,2024-12-25 00:02:08.9570000,47.700000,17.866670
2200464,"Hemmingford",459,38,"18T","18T1H6S1Q",2,2024-04-11 09:36:45.3770000,0,2330,0,2024-12-25 00:02:16.9230000,45.050080,-73.582480
2202098,"Hemmingford",459,38,"18T","18T1H6S1Q",2,2023-05-22 19:51:24.9370000,0,3289,0,2024-12-25 00:02:20.3670000,45.083380,-73.582480
2305409,"Majkszentjanos",1220,100,"33T","33T1H3S2Q",1,2016-04-29 16:05:55.8000000,598569,9240,900,2024-12-25 00:02:22.8630000,47.716670,17.900000
2205099,"Sainte-Clotilde-de-Chateauguay",459,38,"18T","18T1H6S1Q",2,2024-08-30 19:16:44.8700000,0,1736,0,2024-12-25 00:02:28.5600000,45.150080,-73.682490
1675273,"Northwood",3547,233,"17S","17S2H2S1Q",2,2024-12-25 00:02:41.0000000,0,760,0,2024-12-25 00:02:41.0000000,35.069560,-81.986220
2303174,"Gyor-Szabadhegy",1220,100,"33T","33T1H3S2Q",1,2016-07-18 06:33:46.6900000,586108,600,0,2024-12-25 00:02:44.3370000,47.667760,17.663440
2215785,"Verdun",459,38,"18T","18T1H6S1Q",1,2016-07-11 14:21:17.0370000,986293,0,0,2024-12-25 00:02:53.8000000,45.450080,-73.565840
1585338,"Atlanta",3539,233,"16S","16S2H6S2Q",1,2013-10-04 11:36:45.4400000,13675652,900,0,2024-12-25 00:03:13.3870000,33.749000,-84.387980
30668,"Loganholme",142,13,"56J","56J1H5S4Q",2,2016-07-23 23:07:36.3770000,517,1039132,0,2024-12-25 00:03:21.3600000,-27.700000,153.200000
30700,"Eagleby",142,13,"56J","56J1H5S4Q",2,2018-06-13 05:48:09.6570000,2068,1194450,0,2024-12-25 00:03:25.0670000,-27.683330,153.216670
30747,"Cornubia Park",142,13,"56J","56J1H5S4Q",2,2016-12-30 13:08:14.0430000,4359,1989829,0,2024-12-25 00:03:28.1930000,-27.666670,153.216670
30837,"Mount Cotton",142,13,"56J","56J1H5S4Q",2,2016-12-30 13:24:36.5000000,517,2506221,0,2024-12-25 00:03:31.2800000,-27.633330,153.233330
30701,"Carbrook",142,13,"56J","56J1H5S4Q",2,2018-06-08 13:40:33.8230000,2068,1204947,0,2024-12-25 00:03:35.9900000,-27.683330,153.250000
1623881,"Sunrise Shores",3551,233,"16S","16S2H2S4Q",2,2022-08-04 22:03:43.5270000,0,48210,0,2024-12-25 00:05:27.5730000,34.322040,-86.329150
1624461,"Lakeview",3551,233,"16S","16S2H2S4Q",2,2022-07-31 01:29:14.2800000,0,42398,0,2024-12-25 00:05:44.3800000,34.330370,-86.322200
1838399,"Fisherman's Wharf",3567,233,"10S","10S1H5S2Q",3,2013-07-03 15:46:13.6500000,0,0,2011287,2024-12-25 00:05:55.7530000,37.808500,-122.413000
1838170,"Russian Hill Park",3567,233,"10S","10S1H5S2Q",3,2013-07-20 03:52:53.6900000,0,0,2129296,2024-12-25 00:06:13.3070000,37.803550,-122.419750
1838141,"Russian Hill",3567,233,"10S","10S1H5S2Q",3,2013-07-29 06:14:16.9400000,0,0,2002030,2024-12-25 00:06:18.4300000,37.802770,-122.420630
1838057,"Little Italy",3567,233,"10S","10S1H5S2Q",3,2013-07-27 03:53:52.7970000,0,0,2058549,2024-12-25 00:06:29.6470000,37.800760,-122.410800
2836314,"Vessel",3567,233,"10S","10S1H5S2Q",3,2013-08-11 21:35:27.6030000,0,0,3005520,2024-12-25 00:06:43.9170000,37.788962,-122.406711
